,particle_id,hit num1,hit num2,hit num3,hit num4,hit num5,hit num6,hit num7,hit num8,hit num9,hit num10,hit num11,hit num12,hit num13,hit num14,hit num15,hit num16,hit num17,hit num18,hit num19
11,4.908940086508257e+17,"[-70.6051, -2.32177, -1502.5]","[-70.3678, -2.36128, -1497.5]","[-60.9887, -2.81881, -1302.5]","[-60.7552, -2.81689, -1297.5]","[-51.4855, -3.12413, -1102.5]","[-51.2429, -3.11413, -1097.5]","[-44.8853, -3.10623, -962.5]","[-44.6604, -3.08604, -958.0]","[-44.6388, -3.08218, -957.5]","[-38.2929, -2.98864, -822.5]","[-38.0744, -2.99607, -818.0]","[-38.0308, -3.00039, -817.5]","[-32.6096, -2.79213, -702.5]","[-32.3602, -2.75548, -698.0]","[-32.3682, -2.74388, -697.5]",,,,
12,4.7738609598673715e+17,"[-138.006, -1.45016, -1502.0]","[-137.637, -1.47, -1498.0]","[-119.437, -2.29347, -1302.0]","[-119.056, -2.32904, -1298.0]","[-101.042, -2.91167, -1102.5]","[-88.1709, -3.10237, -962.5]","[-75.3235, -3.14451, -822.5]","[-64.3572, -3.03376, -702.5]","[-63.8747, -3.02348, -697.5]","[-55.1877, -2.86381, -602.5]","[-54.7294, -2.83973, -597.5]","[-273.976, 11.8303, -2945.5]",,,,,,,
13,6.980629587642286e+17,"[-137.615, 1.52106, -1502.0]","[-137.238, 1.4647, -1498.0]","[-118.583, -0.60222, -1302.0]","[-118.191, -0.667228, -1298.0]","[-99.4643, -2.08531, -1102.5]","[-86.0496, -2.73481, -962.5]","[-72.6349, -3.18368, -822.5]","[-61.0134, -3.22199, -702.5]","[-60.5189, -3.23672, -697.5]","[-51.3772, -3.06546, -602.5]","[-50.8878, -3.04176, -597.5]","[-276.691, 30.5917, -2948.5]","[-276.497, 30.4484, -2945.5]",,,,,,
14,4.773911812280156e+17,"[-105.671, -11.2172, -1502.0]","[-105.405, -11.1947, -1498.0]","[-91.5002, -10.687, -1302.5]","[-77.3295, -9.77233, -1102.5]","[-67.465, -8.99597, -962.5]","[-67.1447, -8.94683, -958.0]","[-57.6412, -8.07236, -822.5]","[-57.3008, -8.0233, -818.0]","[-49.1232, -7.15121, -702.5]","[-48.785, -7.11008, -698.0]","[-42.0351, -6.34259, -602.5]","[-41.7089, -6.33684, -598.0]",,,,,,,
15,6.75547090931155e+17,"[-112.544, -9.43273, -1502.0]","[-112.24, -9.42206, -1498.0]","[-97.6674, -8.51414, -1302.5]","[-82.7432, -7.43989, -1102.5]","[-72.3028, -6.66837, -962.5]","[-61.8537, -5.84601, -822.5]","[-52.9056, -5.14178, -702.5]","[-52.568, -5.08731, -698.0]","[-45.415, -4.50209, -602.5]","[-45.0797, -4.47221, -598.0]","[-45.0342, -4.45539, -597.5]",,,,,,,,
16,2.7473483299343565e+17,"[-110.615, -19.4436, -1498.0]","[-110.899, -19.4829, -1502.0]","[-95.8057, -17.3189, -1298.0]","[-81.0635, -15.0652, -1098.0]","[-71.0928, -13.4443, -962.5]","[-70.7677, -13.3647, -958.0]","[-60.799, -11.6812, -822.5]","[-60.446, -11.658, -818.0]","[-51.9557, -10.1326, -702.5]","[-51.6464, -10.111, -698.0]","[-44.283, -8.75454, -598.0]",,,,,,,,
17,8.872302921908224e+17,"[-109.862, -21.2066, -1498.0]","[-110.185, -21.2668, -1502.0]","[-95.4632, -17.4938, -1298.0]","[-81.3397, -14.1505, -1102.5]","[-81.0118, -14.0757, -1098.0]","[-71.1591, -11.8947, -962.5]","[-70.8095, -11.7807, -958.0]","[-60.853, -9.72946, -822.5]","[-60.541, -9.67535, -818.0]","[-52.0343, -8.03233, -702.5]","[-51.7035, -7.96503, -698.0]","[-44.6589, -6.69955, -602.5]","[-44.324, -6.65613, -598.0]",,,,,,
18,6.485217135957115e+17,"[-133.146, -18.7497, -1498.0]","[-115.104, -17.7981, -1298.0]","[-97.0755, -16.3897, -1098.0]","[-84.5716, -15.1512, -958.0]","[-72.4328, -13.7002, -822.5]","[-72.0277, -13.6672, -818.0]","[-61.7632, -12.3088, -702.5]","[-61.3506, -12.2351, -698.0]","[-52.904, -10.9094, -602.5]","[-52.507, -10.8832, -598.0]","[-266.59, -14.8059, -2948.5]",,,,,,,,
19,1.216035121308631e+17,"[-123.512, -25.3319, -1498.0]","[-123.844, -25.3527, -1502.0]","[-106.694, -23.2382, -1298.0]","[-107.049, -23.3029, -1302.0]","[-90.0644, -20.6713, -1098.0]","[-78.4539, -18.7066, -958.0]","[-66.9254, -16.6073, -818.0]","[-57.0037, -14.5852, -698.0]","[-57.3472, -14.689, -702.0]","[-48.7594, -12.8631, -598.0]","[-49.0892, -12.9461, -602.0]","[-247.718, -29.253, -2948.5]","[-247.69, -29.2147, -2945.5]",,,,,,
20,8.556861969431265e+17,"[-137.188, -19.5661, -1498.0]","[-100.819, -15.3826, -1102.5]","[-87.9721, -13.7195, -962.5]","[-87.5636, -13.6433, -958.0]","[-75.1569, -11.9586, -822.5]","[-74.7337, -11.9, -818.0]","[-64.1741, -10.3921, -702.5]","[-63.7779, -10.2982, -698.0]","[-55.0836, -9.02463, -602.5]","[-54.6513, -8.93921, -598.0]","[-271.696, -30.329, -2948.5]","[-271.853, -30.3885, -2945.5]",,,,,,,
21,6.530226331634893e+17,"[-54.4608, -20.0938, -1498.0]","[-54.5971, -20.1524, -1502.0]","[-47.0762, -17.601, -1298.0]","[-47.2341, -17.6438, -1302.0]","[-39.7033, -15.0596, -1098.0]","[-39.8903, -15.0889, -1102.0]","[-39.7199, -15.0457, -1097.5]","[-34.5925, -13.2156, -958.0]","[-34.7346, -13.2781, -962.0]","[-34.5888, -13.1915, -957.5]","[-29.4836, -11.372, -818.0]","[-29.6691, -11.3964, -822.0]","[-29.5057, -11.3667, -817.5]",,,,,,
22,8.78202889409921e+17,"[-52.5062, -19.8302, -1498.0]","[-52.6405, -19.8831, -1502.0]","[-45.4328, -17.4636, -1298.0]","[-45.5877, -17.503, -1302.0]","[-38.389, -15.0012, -1098.0]","[-38.5557, -15.0773, -1102.0]","[-38.3731, -14.9827, -1097.5]","[-33.495, -13.2092, -958.0]","[-33.6461, -13.2602, -962.0]","[-33.4733, -13.2116, -957.5]","[-28.603, -11.4177, -818.0]","[-28.7365, -11.443, -822.0]","[-28.573, -11.3816, -817.5]",,,,,,
23,8.106491698772705e+17,"[-67.6095, -14.7147, -1498.0]","[-58.8871, -12.5339, -1302.5]","[-58.719, -12.4774, -1298.0]","[-49.9516, -10.4263, -1102.5]","[-49.7372, -10.3725, -1098.0]","[-43.6373, -8.92626, -962.5]","[-43.4472, -8.86241, -958.0]","[-37.3152, -7.52591, -822.5]","[-37.1338, -7.44955, -818.0]","[-37.3014, -7.52222, -822.0]","[-31.8785, -6.34572, -702.5]","[-31.6839, -6.29541, -698.0]","[-31.8778, -6.35808, -702.0]",,,,,,
24,5.584499959262085e+17,"[-73.3855, -16.2042, -1498.0]","[-63.5095, -14.4503, -1298.0]","[-53.5828, -12.6327, -1098.0]","[-46.8578, -11.2862, -962.5]","[-46.6369, -11.2385, -958.0]","[-46.817, -11.3014, -962.0]","[-39.9542, -9.84011, -822.5]","[-39.9466, -9.80852, -822.0]","[-34.0768, -8.52491, -702.5]","[-33.8811, -8.46837, -698.0]","[-34.0801, -8.51505, -702.0]",,,,,,,,
25,4.143396869332009e+17,"[-68.7591, -22.7038, -1498.0]","[-68.9363, -22.7906, -1502.0]","[-59.6279, -19.5346, -1298.0]","[-59.8152, -19.6078, -1302.0]","[-50.485, -16.414, -1098.0]","[-50.647, -16.4597, -1102.0]","[-44.0732, -14.2062, -958.0]","[-44.2387, -14.2923, -962.0]","[-37.6498, -12.047, -818.0]","[-37.8303, -12.125, -822.0]","[-32.1386, -10.2611, -698.0]","[-32.3053, -10.3235, -702.0]",,,,,,,
26,9.367539451732951e+17,"[-90.5632, -30.3038, -1498.0]","[-90.8069, -30.3344, -1502.0]","[-78.2702, -26.9412, -1298.0]","[-78.5538, -26.9908, -1302.0]","[-66.1154, -23.3546, -1098.0]","[-66.3251, -23.4409, -1102.0]","[-57.6018, -20.7451, -958.0]","[-57.8409, -20.8466, -962.0]","[-49.0483, -18.1259, -818.0]","[-49.3237, -18.1846, -822.0]","[-41.8014, -15.7176, -698.0]","[-42.0264, -15.8114, -702.0]","[-35.7061, -13.6372, -598.0]","[-35.949, -13.727, -602.0]","[-35.6854, -13.6289, -597.5]",,,,
27,6.124912673093059e+17,"[-89.6138, -23.5455, -1498.0]","[-78.0993, -19.7013, -1298.0]","[-66.4171, -16.0739, -1098.0]","[-58.1758, -13.684, -958.0]","[-50.0974, -11.4409, -822.5]","[-49.8436, -11.3751, -818.0]","[-42.8573, -9.51688, -702.5]","[-42.6158, -9.43411, -698.0]","[-42.8395, -9.49145, -702.0]","[-36.8273, -7.98907, -602.5]","[-36.5562, -7.92792, -598.0]","[-36.8119, -7.96892, -602.0]",,,,,,,
28,8.061475631147254e+17,"[-98.6183, -24.8331, -1498.0]","[-84.8363, -22.9641, -1298.0]","[-71.1823, -20.6471, -1098.0]","[-71.4742, -20.7029, -1102.0]","[-61.7363, -18.7038, -958.0]","[-62.0067, -18.7838, -962.0]","[-52.4577, -16.6305, -818.0]","[-52.7331, -16.6744, -822.0]","[-44.4955, -14.6161, -698.0]","[-44.7753, -14.677, -702.0]","[-37.9123, -12.8814, -598.0]","[-38.186, -12.9218, -602.0]",,,,,,,
29,1.3533682467864576e+16,"[-95.4341, -26.9482, -1498.0]","[-80.9806, -22.3984, -1298.0]","[-66.6919, -17.5797, -1098.0]","[-56.744, -13.9573, -958.0]","[-47.2961, -10.3176, -822.5]","[-46.9677, -10.1704, -818.0]",,,,,,,,,,,,,
30,2.116693199253668e+17,"[-73.581, -24.787, -1498.0]","[-73.7781, -24.8503, -1502.0]","[-63.6454, -21.836, -1298.0]","[-63.8651, -21.8807, -1302.0]","[-53.7448, -18.7392, -1098.0]","[-53.9404, -18.798, -1102.0]","[-46.7926, -16.5045, -958.0]","[-47.0069, -16.5755, -962.0]","[-39.89, -14.2817, -818.0]","[-40.0734, -14.353, -822.0]","[-34.0019, -12.3025, -698.0]","[-34.1861, -12.3974, -702.0]","[-34.0086, -12.3082, -697.5]","[-29.1413, -10.6214, -598.0]","[-29.3132, -10.7078, -602.0]","[-29.0913, -10.6436, -597.5]",,,
31,1.9366055641297715e+17,"[-115.058, -29.2958, -1502.0]","[-83.6026, -23.645, -1098.0]","[-72.7419, -21.2946, -958.0]","[-73.0601, -21.3598, -962.0]","[-61.9316, -18.7507, -818.0]","[-62.2418, -18.827, -822.0]","[-52.7488, -16.3919, -698.0]","[-53.0702, -16.4893, -702.0]","[-45.1358, -14.3585, -598.0]","[-45.4639, -14.421, -602.0]",,,,,,,,,
32,9.36760748401492e+17,"[-143.977, -30.8583, -1502.0]","[-123.506, -29.7417, -1302.0]","[-103.315, -27.6124, -1102.0]","[-102.901, -27.5892, -1098.0]","[-89.008, -25.6111, -958.0]","[-75.475, -23.1628, -818.0]","[-75.8625, -23.2242, -822.0]","[-64.1601, -20.6741, -698.0]","[-64.5428, -20.8084, -702.0]","[-54.76, -18.3659, -598.0]","[-55.1563, -18.4469, -602.0]","[-296.665, -14.3939, -2948.5]","[-254.136, -22.2543, -2548.5]",,,,,,
33,9.007322951477658e+16,"[-119.036, -31.3023, -1502.0]","[-145.717, 57.1267, -1298.0]","[-144.918, 55.4907, -1302.0]","[-386.495, -376.4, -2554.5]","[-224.891, -289.857, -2145.5]",,,,,,,,,,,,,,
34,6.845593067076977e+17,"[-124.257, -31.4594, -1502.0]","[-108.51, -25.4442, -1302.0]","[-92.2366, -19.8044, -1098.0]","[-80.8264, -16.2937, -958.0]","[-69.6983, -13.2844, -822.5]","[-69.3126, -13.1696, -818.0]","[-59.8291, -10.7523, -702.5]","[-59.4477, -10.647, -698.0]","[-51.6029, -8.80085, -602.5]","[-51.2305, -8.72561, -598.0]","[-229.481, -87.5751, -2945.5]",,,,,,,,
35,2.7474452243965542e+17,"[-122.251, -28.933, -1502.0]","[-107.511, -20.5251, -1298.0]","[-107.827, -20.7122, -1302.0]","[-92.6791, -13.3237, -1102.5]","[-81.7479, -8.61543, -962.5]","[-70.4206, -4.32977, -822.5]","[-60.5872, -1.23242, -702.5]","[-60.1693, -1.10759, -697.5]","[-52.2036, 0.982179, -602.5]","[-51.7682, 1.09005, -597.5]",,,,,,,,,
36,8.782198631206748e+17,"[-56.4275, -23.6707, -1502.0]","[-49.3164, -19.8358, -1298.0]","[-49.4423, -19.9114, -1302.0]","[-42.2003, -16.2248, -1098.0]","[-42.3082, -16.307, -1102.0]","[-42.1526, -16.2433, -1097.5]","[-37.1202, -13.771, -958.0]","[-37.269, -13.8408, -962.0]","[-37.1007, -13.7925, -957.5]","[-31.9505, -11.4501, -818.0]","[-32.1059, -11.5398, -822.0]","[-31.9552, -11.4604, -817.5]",,,,,,,
37,8.782090741628273e+17,"[-66.5122, -28.2809, -1502.0]","[-57.4758, -24.9167, -1302.0]","[-48.4766, -21.4056, -1102.0]","[-48.2663, -21.3385, -1097.5]","[-42.2541, -18.9364, -962.0]","[-42.045, -18.8162, -957.5]","[-35.8847, -16.2668, -818.0]","[-36.0699, -16.3748, -822.0]","[-35.8721, -16.2649, -817.5]","[-30.6405, -14.0151, -698.0]","[-30.8074, -14.0868, -702.0]","[-30.5839, -14.0212, -697.5]",,,,,,,
38,9.458232668350054e+16,"[-75.8768, -28.1009, -1502.0]","[-66.3256, -25.4976, -1302.0]","[-56.7911, -22.793, -1102.0]","[-50.2022, -20.7674, -962.0]","[-43.429, -18.5766, -818.0]","[-43.6326, -18.6415, -822.0]","[-43.4137, -18.5994, -817.5]",,,,,,,,,,,,
39,4.5486424955918746e+17,"[-56.9642, -26.4907, -1502.0]","[-56.7858, -26.3834, -1497.5]","[-49.4834, -22.7968, -1302.0]","[-49.3175, -22.7451, -1297.5]","[-41.9643, -19.1952, -1102.0]","[-41.8134, -19.0847, -1097.5]","[-36.5526, -16.6172, -958.0]","[-36.7264, -16.7008, -962.0]","[-36.5217, -16.6044, -957.5]","[-31.3085, -14.1241, -818.0]","[-31.4365, -14.185, -822.0]","[-31.2421, -14.1313, -817.5]",,,,,,,
40,8.87213730796929e+17,"[-66.5902, -26.2566, -1502.0]","[-57.8453, -22.1405, -1298.0]","[-58.0053, -22.2136, -1302.0]","[-49.1627, -18.3076, -1098.0]","[-49.3682, -18.3654, -1102.0]","[-43.0607, -15.66, -958.0]","[-43.2243, -15.7123, -962.0]","[-36.8774, -13.0957, -818.0]","[-37.0712, -13.1635, -822.0]","[-36.88, -13.0709, -817.5]","[-31.5946, -11.0047, -698.0]","[-31.753, -11.0689, -702.0]","[-31.5802, -10.9959, -697.5]",,,,,,
41,1.531249299512361e+17,"[-91.178, -38.5519, -1502.0]","[-79.1204, -32.9622, -1302.0]","[-66.9934, -27.5601, -1102.0]","[-58.4434, -23.8563, -962.0]","[-49.6643, -20.0735, -818.0]","[-49.9067, -20.1579, -822.0]","[-42.322, -16.9224, -698.0]","[-42.5592, -17.0603, -702.0]","[-42.3105, -16.9264, -697.5]","[-36.2072, -14.3746, -598.0]","[-36.4332, -14.4688, -602.0]","[-36.1733, -14.3738, -597.5]",,,,,,,
42,7.701165670725059e+17,"[-84.7634, -32.5936, -1502.0]","[-72.8438, -29.6046, -1302.0]","[-61.031, -26.2269, -1102.0]","[-52.9159, -23.6232, -962.0]","[-52.674, -23.5118, -957.5]","[-44.9293, -20.8563, -822.0]","[-44.6571, -20.7688, -817.5]","[-38.1618, -18.2696, -702.0]","[-37.9348, -18.174, -697.5]","[-32.3804, -15.924, -598.0]","[-32.6211, -16.0287, -602.0]","[-32.3608, -15.9311, -597.5]",,,,,,,
43,9.007295462008422e+16,"[-67.7006, -33.9686, -1502.0]","[-67.4948, -33.8841, -1497.5]","[-58.4691, -29.766, -1302.0]","[-58.2566, -29.689, -1297.5]","[-49.2934, -25.4241, -1102.0]","[-49.0489, -25.3366, -1097.5]","[-42.6871, -22.259, -957.5]","[-36.5296, -19.2171, -822.0]","[-36.3053, -19.1106, -817.5]","[-31.0951, -16.479, -702.0]","[-30.8975, -16.3831, -697.5]","[-31.1116, -16.4785, -702.5]",,,,,,,
44,3.017441986907996e+17,"[-84.5331, -42.835, -1502.0]","[-84.2558, -42.707, -1497.5]","[-72.7637, -38.1765, -1302.0]","[-72.4919, -38.0605, -1297.5]","[-61.0111, -33.0919, -1102.0]","[-60.7359, -32.9675, -1097.5]","[-52.9144, -29.3593, -962.0]","[-52.6818, -29.2048, -957.5]","[-45.0042, -25.3792, -822.0]","[-44.734, -25.2726, -817.5]","[-38.27, -21.9404, -702.0]","[-38.0198, -21.8032, -697.5]","[-38.2927, -21.9542, -702.5]","[-32.7831, -19.0182, -602.0]","[-32.5612, -18.8687, -597.5]","[-32.8004, -19.0387, -602.5]",,,
45,4.143436726628516e+17,"[-69.7262, -30.3698, -1502.0]","[-53.95, -25.2422, -1302.0]","[-53.5946, -25.1315, -1297.5]","[-38.3844, -19.6065, -1102.0]","[-38.0375, -19.4684, -1097.5]",,,,,,,,,,,,,,
46,4.5486404340075725e+17,"[-129.602, -42.6209, -1498.0]","[-112.063, -37.9552, -1298.0]","[-94.9881, -33.0404, -1102.0]","[-82.8189, -29.3528, -962.0]","[-70.3553, -25.4524, -818.0]","[-70.6796, -25.5693, -822.0]","[-59.9726, -22.0856, -698.0]","[-60.3245, -22.2, -702.0]","[-51.3899, -19.1509, -598.0]","[-51.728, -19.2887, -602.0]","[-259.618, -70.0419, -2948.5]",,,,,,,,
47,6.214999096730583e+17,"[-145.365, -47.6405, -1498.0]","[-126.67, -39.687, -1298.0]","[-108.158, -32.3984, -1102.0]","[-107.794, -32.2528, -1098.0]","[-94.4451, -27.2764, -958.0]","[-81.0422, -22.5675, -818.0]","[-69.4974, -18.6646, -698.0]","[-59.7726, -15.5585, -598.0]","[-31.1969, -7.53118, -307.154]","[-273.518, -115.763, -2945.5]","[-239.074, -95.6336, -2545.5]",,,,,,,,
48,8.782230929360814e+17,"[-150.356, -46.9402, -1498.0]","[-129.421, -45.144, -1298.0]","[-108.694, -41.8885, -1098.0]","[-109.098, -41.9652, -1102.0]","[-80.7471, -35.0972, -822.0]","[-68.8649, -31.4202, -702.0]","[-58.8649, -28.0357, -602.0]","[-58.4034, -27.8853, -597.5]","[-28.8652, -15.6216, -298.654]","[-305.542, -27.0915, -2948.5]","[-262.067, -37.5174, -2545.5]",,,,,,,,
49,8.782028206904443e+17,"[-113.278, -40.63, -1498.0]","[-97.8772, -36.2064, -1298.0]","[-98.1913, -36.2776, -1302.0]","[-82.8267, -31.5208, -1102.0]","[-72.1789, -27.9762, -962.0]","[-61.4982, -24.3639, -822.0]","[-52.0879, -20.9639, -698.0]","[-52.3875, -21.0772, -702.0]","[-44.5652, -18.1809, -598.0]","[-44.8739, -18.3438, -602.0]","[-44.5335, -18.1714, -597.5]",,,,,,,,
50,2.792236579333079e+17,"[-135.384, -56.8536, -1502.0]","[-117.627, -48.5213, -1302.0]","[-99.3879, -40.2987, -1098.0]","[-99.7314, -40.4557, -1102.0]","[-87.1852, -34.9497, -962.0]","[-74.5689, -29.5074, -822.0]","[-63.6918, -24.9478, -702.0]","[-54.2704, -21.1279, -598.0]","[-54.6301, -21.2485, -602.0]","[-260.758, -121.106, -2945.5]","[-226.798, -102.884, -2545.5]",,,,,,,,
51,5.989788878792294e+17,"[-101.894, -52.1233, -1502.0]","[-101.66, -51.96, -1498.0]","[-89.0515, -44.2737, -1302.0]","[-75.9201, -36.6697, -1102.0]","[-66.6973, -31.5088, -962.0]","[-66.3833, -31.3479, -957.5]","[-57.3143, -26.5275, -822.0]","[-56.9819, -26.3863, -817.5]","[-49.2344, -22.3689, -702.0]","[-48.9206, -22.2086, -697.5]","[-42.4292, -18.9548, -602.0]","[-42.1186, -18.8027, -597.5]",,,,,,,
52,3.783153566802248e+17,"[-120.226, -58.1952, -1502.0]","[-119.924, -58.0118, -1498.0]","[-105.268, -49.0219, -1302.0]","[-104.939, -48.8643, -1298.0]","[-89.9723, -40.4337, -1102.0]","[-79.1209, -34.8566, -962.0]","[-67.9784, -29.5917, -822.0]","[-58.3241, -25.3222, -702.0]","[-50.2445, -22.0297, -602.0]","[-49.8982, -21.8694, -597.5]","[-214.476, -140.917, -2948.5]","[-213.523, -140.212, -2945.5]",,,,,,,
53,2.747204019033211e+17,"[-158.349, -74.0991, -1502.0]","[-138.96, -60.7855, -1302.0]","[-118.683, -48.295, -1098.0]","[-119.104, -48.5177, -1102.0]","[-104.436, -40.3559, -958.0]","[-104.839, -40.5793, -962.0]","[-90.3501, -33.1217, -822.0]","[-77.282, -26.9611, -698.0]","[-77.706, -27.1267, -702.0]","[-66.5909, -22.3375, -598.0]","[-67.0251, -22.486, -602.0]","[-30.227, -8.80514, -264.972]","[-281.379, -189.731, -2945.5]","[-248.972, -155.568, -2548.5]","[-216.4, -123.184, -2148.5]",,,,
54,4.9539767699767296e+17,"[-116.51, -60.1073, -1502.0]","[-116.23, -59.9036, -1498.0]","[-101.407, -51.4163, -1302.0]","[-101.129, -51.206, -1298.0]","[-86.1987, -42.9296, -1102.0]","[-75.4931, -37.0881, -962.0]","[-75.1326, -36.9226, -957.5]","[-64.7016, -31.3734, -822.0]","[-64.356, -31.1983, -817.5]","[-55.3971, -26.5993, -702.0]","[-55.0686, -26.3866, -697.5]","[-47.604, -22.6303, -602.0]","[-47.2445, -22.4716, -597.5]","[-220.636, -127.846, -2948.5]",,,,,
55,5.224303385976504e+17,"[-77.7284, -50.4175, -1497.5]","[-67.6492, -43.1267, -1297.5]","[-57.4323, -35.9862, -1097.5]","[-50.1922, -31.0803, -957.5]","[-43.1255, -26.387, -822.0]","[-42.9054, -26.2045, -817.5]","[-43.1545, -26.3696, -822.5]","[-36.8534, -22.2737, -702.0]","[-36.634, -22.1268, -697.5]","[-36.859, -22.3079, -702.5]","[-31.6427, -18.9788, -602.0]","[-31.4106, -18.8086, -597.5]","[-31.6448, -18.9723, -602.5]",,,,,,
