,particle_id,hit num1,hit num2,hit num3,hit num4,hit num5,hit num6,hit num7,hit num8,hit num9,hit num10,hit num11,hit num12,hit num13,hit num14,hit num15,hit num16,hit num17,hit num18,hit num19
11,4.728824276398899e+17,"[-58.7592, 3.67613, -1502.5]","[-58.5511, 3.68021, -1497.5]","[-50.9397, 2.84583, -1302.5]","[-50.7161, 2.86296, -1297.5]","[-43.0424, 2.15458, -1102.5]","[-43.0386, 2.13103, -1102.0]","[-42.8545, 2.14394, -1097.5]","[-37.5362, 1.73529, -962.5]","[-37.523, 1.73243, -962.0]","[-37.3575, 1.71131, -957.5]","[-32.049, 1.31452, -822.5]","[-32.019, 1.28521, -822.0]","[-31.8822, 1.2804, -817.5]",,,,,,
12,6.890667546257654e+17,"[-61.4819, -8.02355, -1502.5]","[-61.3083, -7.95699, -1498.0]","[-53.4932, -6.29142, -1302.5]","[-53.3307, -6.24743, -1298.0]","[-45.4478, -4.75545, -1102.5]","[-45.2629, -4.72189, -1098.0]","[-45.2769, -4.73722, -1097.5]","[-39.7482, -3.85549, -962.5]","[-39.5677, -3.81738, -958.0]","[-39.5072, -3.83713, -957.5]","[-33.9986, -3.05191, -822.5]","[-33.794, -3.04828, -818.0]","[-33.7635, -3.0353, -817.5]",,,,,,
13,1.4411779941597184e+17,"[-56.1465, -2.63834, -1502.5]","[-55.9455, -2.64371, -1497.5]","[-48.6704, -1.74903, -1302.5]","[-48.4818, -1.72648, -1297.5]","[-41.0933, -1.10254, -1102.5]","[-40.8694, -1.07172, -1097.5]","[-35.8221, -0.687689, -962.5]","[-35.6393, -0.663149, -958.0]","[-35.6476, -0.680216, -957.5]","[-30.603, -0.327096, -822.5]","[-30.4297, -0.338553, -817.5]",,,,,,,,
14,1.4411642502643712e+17,"[-75.6778, -11.8993, -1502.5]","[-75.4555, -11.9191, -1498.0]","[-65.4158, -11.0917, -1302.5]","[-65.1821, -11.0981, -1298.0]","[-55.3338, -10.1477, -1102.5]","[-55.0907, -10.1152, -1098.0]","[-48.2877, -9.34241, -962.5]","[-41.2145, -8.3845, -822.5]","[-40.9901, -8.37536, -818.0]","[-41.207, -8.38232, -822.0]","[-35.1764, -7.4579, -702.5]","[-34.9503, -7.38813, -698.0]","[-35.1435, -7.4402, -702.0]","[-30.1688, -6.56224, -602.5]","[-29.946, -6.54664, -598.0]","[-30.1494, -6.56218, -602.0]",,,
15,6.755578111695258e+16,"[-57.8429, -4.07587, -1502.5]","[-50.0847, -3.71606, -1302.5]","[-49.8872, -3.72383, -1298.0]","[-49.8802, -3.72292, -1297.5]","[-42.2744, -3.30199, -1102.5]","[-42.1217, -3.29929, -1098.0]","[-42.1193, -3.33063, -1097.5]","[-36.8271, -2.97359, -962.5]","[-36.6679, -2.96693, -958.0]","[-36.6732, -2.95677, -957.5]","[-31.4155, -2.648, -822.5]","[-31.2313, -2.63871, -818.0]","[-31.231, -2.63276, -817.5]",,,,,,
16,4.3235326080896205e+17,"[-56.9941, 3.06273, -1502.5]","[-56.7959, 3.04053, -1497.5]","[-49.3935, 2.55751, -1302.5]","[-49.2177, 2.54442, -1297.5]","[-41.8491, 2.04787, -1102.5]","[-41.8141, 2.09417, -1102.0]","[-41.6395, 2.04831, -1097.5]","[-36.5229, 1.76488, -962.5]","[-36.5348, 1.75229, -962.0]","[-36.3605, 1.73315, -957.5]","[-31.2529, 1.47748, -822.5]","[-31.2263, 1.45483, -822.0]","[-31.0573, 1.46625, -817.5]",,,,,,
17,1.8015470533319066e+17,"[-144.805, -13.1767, -1502.0]","[-144.433, -13.1555, -1498.0]","[-126.0, -10.7055, -1302.0]","[-125.638, -10.6851, -1298.0]","[-107.202, -7.78427, -1102.0]","[-106.812, -7.7056, -1098.0]","[-94.156, -5.32882, -962.5]","[-81.0965, -2.64591, -822.5]","[-69.9472, -0.163501, -702.5]","[-69.5053, -0.0719021, -697.5]","[-60.6924, 2.01935, -602.5]","[-60.2071, 2.11403, -597.5]","[-284.374, -19.0471, -2948.5]","[-245.314, -18.9358, -2548.5]",,,,,
18,2.253023020371149e+16,"[-139.484, -10.6282, -1502.0]","[-121.006, -7.87188, -1302.0]","[-89.39, -4.1011, -962.5]","[-76.3318, -2.87278, -822.5]","[-65.1148, -1.98998, -702.5]","[-64.6374, -1.95965, -697.5]","[-55.7438, -1.35278, -602.5]","[-55.2782, -1.33375, -597.5]","[-267.725, -39.9774, -2945.5]",,,,,,,,,,
19,7.656511754742006e+17,"[-111.911, -12.2565, -1502.0]","[-111.631, -12.1641, -1498.0]","[-97.2463, -8.12992, -1302.5]","[-82.3096, -4.34633, -1102.5]","[-71.7727, -2.01243, -962.5]","[-71.3997, -1.92899, -957.5]","[-61.1641, 0.12651, -822.5]","[-60.7707, 0.193613, -817.5]","[-52.0062, 1.69988, -702.5]","[-51.6171, 1.78032, -697.5]","[-44.2623, 2.86104, -602.5]","[-44.2279, 2.87936, -602.0]","[-43.8837, 2.9271, -597.5]",,,,,,
20,5.134158550783754e+17,"[-107.376, -8.49306, -1502.0]","[-107.087, -8.50124, -1498.0]","[-92.9798, -8.79723, -1302.5]","[-78.618, -8.56971, -1102.5]","[-68.575, -8.2307, -962.5]","[-68.2416, -8.23318, -958.0]","[-58.5605, -7.74347, -822.5]","[-58.238, -7.73409, -818.0]","[-50.0157, -7.07099, -702.5]","[-49.7077, -7.02307, -698.0]","[-42.9323, -6.4132, -602.5]","[-42.5934, -6.39492, -598.0]",,,,,,,
21,6.845472807992689e+17,"[-165.772, -17.3437, -1498.0]","[-143.588, -16.3695, -1298.0]","[-121.465, -14.9495, -1098.0]","[-105.967, -13.8463, -958.0]","[-90.9765, -12.4513, -822.5]","[-77.7066, -11.0559, -702.5]","[-77.2038, -11.0019, -698.0]","[-66.6695, -9.78599, -602.5]","[-66.1758, -9.74262, -598.0]","[-32.0192, -5.17957, -287.7]","[-329.122, -14.361, -2948.5]","[-283.32, -16.5015, -2548.5]",,,,,,,
22,3.918147481291981e+17,"[-172.094, -31.2001, -1498.0]","[-148.85, -28.7149, -1298.0]","[-149.304, -28.7724, -1302.0]","[-125.589, -25.8236, -1098.0]","[-126.059, -25.8736, -1102.0]","[-109.878, -23.5574, -962.0]","[-93.2525, -20.9225, -818.0]","[-79.432, -18.4786, -698.0]","[-67.9292, -16.2826, -598.0]","[-30.5168, -7.97632, -268.279]","[-343.407, -37.3906, -2948.5]","[-295.058, -36.9984, -2545.5]","[-247.726, -35.9228, -2145.5]",,,,,,
23,6.845739439562424e+17,"[-112.713, -21.0993, -1498.0]","[-113.052, -21.1193, -1502.0]","[-96.9136, -19.179, -1298.0]","[-81.3654, -16.7317, -1098.0]","[-70.5115, -14.6915, -958.0]","[-60.0549, -12.5332, -822.5]","[-59.7072, -12.4576, -818.0]","[-50.8162, -10.394, -702.5]","[-50.4816, -10.3455, -698.0]","[-43.1713, -8.39505, -602.5]","[-42.8295, -8.30276, -598.0]",,,,,,,,
24,6.620362920490435e+17,"[-138.169, -22.53, -1498.0]","[-120.513, -17.0885, -1298.0]","[-90.0828, -9.62248, -962.5]","[-77.2359, -7.15692, -822.5]","[-66.089, -5.37686, -702.5]","[-56.7174, -4.03745, -602.5]","[-56.2484, -3.97405, -597.5]","[-255.6, -77.1896, -2948.5]",,,,,,,,,,,
25,7.43095725222527e+17,"[-171.225, -19.1141, -1498.0]","[-149.622, -13.7497, -1302.0]","[-149.178, -13.6154, -1298.0]","[-127.192, -9.25907, -1102.0]","[-111.279, -6.62132, -962.0]","[-95.3735, -4.32124, -822.5]","[-81.5379, -2.68065, -702.5]","[-69.9184, -1.56556, -602.5]","[-69.341, -1.5018, -597.5]","[-33.9088, 0.225061, -289.28]","[-31.4746, 0.260464, -268.15]","[-318.462, -77.0306, -2945.5]","[-318.839, -77.2494, -2948.5]","[-280.143, -59.3886, -2545.5]","[-239.308, -42.1965, -2145.5]",,,,
26,3.3778131076644864e+17,"[-152.181, -23.7274, -1498.0]","[-111.998, -14.3862, -1098.0]","[-98.2054, -11.7162, -962.5]","[-83.8996, -9.23616, -822.5]","[-71.6373, -7.31816, -702.5]","[-61.4835, -5.86703, -602.5]","[-292.148, -72.2647, -2948.5]","[-253.748, -57.0497, -2545.5]",,,,,,,,,,,
27,7.656226568913551e+17,"[-138.028, -19.5822, -1498.0]","[-119.695, -16.52, -1298.0]","[-88.8005, -11.628, -962.5]","[-75.9004, -9.71001, -822.5]","[-75.4768, -9.66167, -818.0]","[-64.8022, -8.13439, -702.5]","[-64.3929, -8.08048, -698.0]","[-55.5366, -6.85348, -602.5]","[-55.1007, -6.82662, -598.0]","[-269.269, -45.0424, -2945.5]",,,,,,,,,
28,4515969133182976.0,"[-124.644, -24.7325, -1498.0]","[-124.968, -24.8465, -1502.0]","[-108.666, -19.5756, -1298.0]","[-108.994, -19.7025, -1302.0]","[-92.8468, -15.0561, -1102.5]","[-92.4806, -14.978, -1098.0]","[-81.3811, -12.1475, -962.5]","[-81.0184, -12.0719, -958.0]","[-69.7185, -9.47425, -822.5]","[-69.3442, -9.42346, -818.0]","[-59.6618, -7.47906, -702.5]","[-59.26, -7.41382, -698.0]","[-51.2579, -6.01519, -602.5]","[-50.8657, -5.91274, -598.0]","[-233.347, -76.2061, -2948.5]",,,,
29,6.66547931855192e+17,"[-56.4004, -16.0859, -1498.0]","[-56.5115, -16.1287, -1502.0]","[-48.9751, -13.7376, -1298.0]","[-49.1199, -13.7706, -1302.0]","[-41.6871, -11.4811, -1102.5]","[-41.508, -11.4307, -1098.0]","[-41.6809, -11.501, -1102.0]","[-36.4743, -9.91731, -962.5]","[-36.3198, -9.87657, -958.0]","[-36.4384, -9.92485, -962.0]","[-31.2651, -8.40394, -822.5]","[-31.0726, -8.35974, -818.0]","[-31.2301, -8.36281, -822.0]",,,,,,
30,3.873347880018248e+17,"[-71.8203, -15.5713, -1498.0]","[-274.65, -49.0781, -2945.5]",,,,,,,,,,,,,,,,,
31,6.620347115010785e+17,"[-96.906, -23.2908, -1498.0]","[-83.7133, -20.8948, -1298.0]","[-70.6337, -18.2689, -1098.0]","[-61.5019, -16.2822, -958.0]","[-52.35, -14.1879, -818.0]","[-52.6172, -14.2451, -822.0]","[-44.6251, -12.3333, -698.0]","[-44.8799, -12.3932, -702.0]","[-38.4873, -10.7779, -602.5]","[-38.1954, -10.7382, -598.0]","[-38.4562, -10.7607, -602.0]",,,,,,,,
32,7.746409199818506e+17,"[-67.0024, -17.8085, -1498.0]","[-57.9019, -15.8807, -1298.0]","[-58.0613, -15.9048, -1302.0]","[-48.8654, -13.7627, -1098.0]","[-49.0642, -13.8136, -1102.0]","[-42.5871, -12.204, -958.0]","[-42.7613, -12.2733, -962.0]","[-36.3039, -10.5927, -818.0]","[-36.4912, -10.6503, -822.0]","[-30.9406, -9.15077, -698.0]","[-31.1318, -9.18802, -702.0]","[-30.9383, -9.1366, -697.5]",,,,,,,
33,3.197623767715021e+17,"[-80.9105, -17.4966, -1498.0]","[-70.4096, -14.5642, -1298.0]","[-59.9904, -11.9185, -1102.5]","[-59.7379, -11.8479, -1098.0]","[-52.5142, -10.1264, -962.5]","[-52.2749, -10.0562, -958.0]","[-44.9741, -8.42962, -822.5]","[-44.7279, -8.34714, -818.0]","[-38.485, -7.00107, -702.5]","[-38.2387, -6.9435, -698.0]","[-33.0432, -5.88568, -602.5]","[-32.7925, -5.84166, -598.0]","[-32.7796, -5.82108, -597.5]",,,,,,
34,3.287637348707205e+17,"[-84.0866, -23.1955, -1498.0]","[-72.8185, -19.7704, -1298.0]","[-61.5357, -16.496, -1098.0]","[-61.7473, -16.5603, -1102.0]","[-53.6663, -14.2468, -958.0]","[-53.8745, -14.2788, -962.0]","[-45.7508, -12.0379, -818.0]","[-45.9995, -12.0992, -822.0]","[-39.246, -10.2358, -702.5]","[-39.0115, -10.1629, -698.0]","[-39.2301, -10.2153, -702.0]","[-33.6125, -8.68899, -602.5]","[-33.3802, -8.60522, -598.0]","[-33.5904, -8.69104, -602.0]",,,,,
35,1.306160715047895e+17,"[-80.5366, -19.6694, -1498.0]","[-69.6565, -17.5201, -1298.0]","[-58.8347, -15.1277, -1098.0]","[-51.2517, -13.4614, -958.0]","[-51.5024, -13.5127, -962.0]","[-43.9786, -11.7618, -822.5]","[-43.7584, -11.6624, -818.0]","[-43.9564, -11.74, -822.0]","[-37.5764, -10.2047, -702.5]","[-37.359, -10.1261, -698.0]","[-37.5454, -10.1669, -702.0]","[-32.2804, -8.88508, -602.5]","[-32.049, -8.79982, -598.0]","[-32.2312, -8.88572, -602.0]",,,,,
36,3.1976917999969894e+17,"[-61.8524, -17.4976, -1498.0]","[-62.0109, -17.5407, -1502.0]","[-54.0375, -14.3873, -1298.0]","[-54.1653, -14.4533, -1302.0]","[-46.2386, -11.5886, -1102.5]","[-46.0433, -11.5425, -1098.0]","[-46.2099, -11.5911, -1102.0]","[-40.4832, -9.73128, -962.5]","[-40.2959, -9.69989, -958.0]","[-40.458, -9.74976, -962.0]","[-34.7368, -8.02516, -822.5]","[-34.5251, -7.95451, -818.0]","[-34.7197, -8.02233, -822.0]","[-29.7684, -6.63104, -702.5]","[-29.5945, -6.56509, -698.0]",,,,
37,4.278517914853704e+17,"[-98.7263, -23.4193, -1498.0]","[-85.645, -19.816, -1298.0]","[-72.495, -16.299, -1098.0]","[-63.2864, -13.9339, -958.0]","[-54.3671, -11.6766, -822.5]","[-54.0662, -11.6175, -818.0]","[-46.4462, -9.79933, -702.5]","[-46.1353, -9.71345, -698.0]","[-39.7994, -8.22297, -602.5]","[-39.5054, -8.17318, -598.0]","[-39.7548, -8.21373, -602.0]",,,,,,,,
38,3.513127254915809e+17,"[-75.6884, -18.6597, -1498.0]","[-61.5892, -15.9432, -1298.0]","[-47.2694, -13.7909, -1098.0]","[-47.5425, -13.8208, -1102.0]","[-37.1269, -12.5385, -958.0]","[-37.3928, -12.5932, -962.0]",,,,,,,,,,,,,
39,7.521179740426732e+17,"[-107.307, -28.346, -1502.0]","[-107.045, -28.2578, -1498.0]","[-93.102, -23.7145, -1298.0]","[-79.0482, -19.3634, -1098.0]","[-69.1009, -16.4611, -958.0]","[-59.0639, -13.6915, -818.0]","[-50.8191, -11.5478, -702.5]","[-50.4762, -11.4241, -698.0]","[-43.6345, -9.67836, -602.5]","[-43.3268, -9.60482, -598.0]","[-43.5942, -9.6746, -602.0]",,,,,,,,
40,3.604645792448512e+16,"[-113.894, -26.4025, -1502.0]","[-98.6076, -21.7453, -1298.0]","[-83.5108, -17.401, -1098.0]","[-72.8836, -14.644, -958.0]","[-62.57, -12.1215, -822.5]","[-62.2342, -12.0358, -818.0]","[-53.3711, -9.99325, -702.5]","[-53.0373, -9.87927, -698.0]","[-45.7201, -8.27198, -602.5]","[-45.363, -8.19111, -598.0]",,,,,,,,,
41,3.242903030936371e+17,"[-135.367, -32.3259, -1502.0]","[-116.895, -29.6252, -1302.0]","[-98.2018, -26.43, -1098.0]","[-85.4269, -23.8773, -958.0]","[-72.6792, -21.0739, -818.0]","[-62.272, -18.5148, -702.0]","[-52.9633, -16.0834, -598.0]","[-53.3157, -16.1904, -602.0]","[-272.543, -40.2988, -2945.5]",,,,,,,,,,
42,3.8731966971694285e+17,"[-118.252, -27.0166, -1502.0]","[-102.562, -21.6523, -1298.0]","[-102.858, -21.7522, -1302.0]","[-86.8964, -16.8254, -1098.0]","[-76.2544, -13.8004, -962.5]","[-75.8908, -13.7204, -958.0]","[-65.1365, -11.0195, -822.5]","[-64.7562, -10.9444, -818.0]","[-55.5241, -8.85868, -702.5]","[-55.1494, -8.7923, -698.0]","[-47.5513, -7.12781, -602.5]","[-47.1718, -7.08274, -598.0]",,,,,,,
43,3.0174729106725274e+17,"[-114.976, -29.5332, -1502.0]","[-82.6498, -23.879, -1098.0]","[-71.5976, -21.4827, -958.0]","[-71.9231, -21.5383, -962.0]","[-60.6584, -18.8564, -818.0]","[-60.947, -18.9401, -822.0]","[-51.3521, -16.4165, -698.0]","[-51.6644, -16.5023, -702.0]","[-43.6206, -14.2518, -598.0]","[-43.9227, -14.3238, -602.0]",,,,,,,,,
44,4.053280896319488e+16,"[-113.503, -31.2413, -1502.0]","[-113.18, -31.2105, -1498.0]","[-97.5744, -27.9763, -1298.0]","[-82.0488, -24.4546, -1098.0]","[-71.2971, -21.7705, -958.0]","[-71.595, -21.8895, -962.0]","[-60.6234, -19.0023, -818.0]","[-60.949, -19.0492, -822.0]","[-51.5389, -16.4099, -698.0]","[-51.8395, -16.5207, -702.0]","[-44.0186, -14.1931, -598.0]",,,,,,,,
45,1.4412109795085517e+17,"[-119.126, -27.4789, -1502.0]","[-102.904, -26.0263, -1302.0]","[-102.605, -25.9786, -1298.0]","[-86.5362, -23.835, -1098.0]","[-75.4111, -21.884, -958.0]","[-64.2315, -19.6114, -818.0]","[-64.5384, -19.6701, -822.0]","[-54.7199, -17.3279, -698.0]","[-55.0333, -17.4106, -702.0]","[-46.781, -15.2162, -598.0]","[-47.1023, -15.3162, -602.0]",,,,,,,,
46,7.295845827430318e+17,"[-69.2403, -34.3358, -1502.0]","[-69.0771, -34.2087, -1497.5]","[-60.9479, -28.5738, -1302.0]","[-60.7576, -28.4068, -1297.5]","[-52.3437, -22.9533, -1102.0]","[-52.1593, -22.8445, -1097.5]","[-45.9216, -19.2778, -958.0]","[-46.105, -19.3408, -962.0]","[-45.9158, -19.2531, -957.5]","[-39.636, -15.8217, -818.0]","[-39.792, -15.9141, -822.0]","[-39.5678, -15.8321, -817.5]","[-34.1003, -13.0974, -698.0]","[-34.2806, -13.1983, -702.0]","[-34.0698, -13.108, -697.5]","[-29.3929, -10.9389, -598.0]","[-29.5952, -10.9869, -602.0]","[-29.3747, -10.9346, -597.5]",
47,8.061523047586202e+17,"[-63.244, -33.8544, -1502.0]","[-63.0839, -33.7613, -1497.5]","[-54.9929, -29.192, -1302.0]","[-54.8218, -29.0501, -1297.5]","[-46.6832, -24.5594, -1102.0]","[-46.5073, -24.4242, -1097.5]","[-40.8899, -21.3479, -962.0]","[-40.6912, -21.2119, -957.5]","[-35.0256, -18.1611, -822.0]","[-34.8489, -18.0422, -817.5]","[-30.0064, -15.4327, -702.0]","[-29.7877, -15.3512, -697.5]","[-29.9892, -15.4541, -702.5]",,,,,,
48,3.8731643990153626e+17,"[-73.2999, -38.9398, -1502.0]","[-73.0885, -38.8366, -1497.5]","[-63.3683, -33.9601, -1302.0]","[-63.1537, -33.8627, -1297.5]","[-53.5078, -28.9557, -1102.0]","[-53.2919, -28.8553, -1097.5]","[-46.6174, -25.398, -962.0]","[-46.3771, -25.2826, -957.5]","[-39.7332, -21.7888, -822.0]","[-39.4972, -21.653, -817.5]","[-33.8497, -18.6482, -702.0]","[-33.6288, -18.526, -697.5]","[-33.8609, -18.6294, -702.5]","[-28.9153, -16.009, -602.0]","[-28.724, -15.8721, -597.5]","[-28.9657, -16.0266, -602.5]",,,
49,6.84561299572523e+17,"[-66.6534, -36.0243, -1502.0]","[-66.4369, -35.9333, -1497.5]","[-57.5479, -31.5491, -1302.0]","[-57.3381, -31.4718, -1297.5]","[-48.4806, -26.9816, -1102.0]","[-48.3045, -26.8742, -1097.5]","[-42.2142, -23.7365, -962.0]","[-42.022, -23.6694, -957.5]","[-36.0189, -20.4668, -822.0]","[-35.8179, -20.3366, -817.5]","[-36.0423, -20.4925, -822.5]","[-30.707, -17.563, -702.0]","[-30.5032, -17.4902, -697.5]","[-30.7394, -17.6072, -702.5]","[-26.3251, -15.2067, -602.0]",,,,
50,7.521101400223252e+17,"[-60.1671, -27.8715, -1502.0]","[-59.9727, -27.7499, -1497.5]","[-52.3918, -23.7309, -1302.0]","[-52.2455, -23.6597, -1297.5]","[-44.579, -19.7912, -1102.0]","[-44.3776, -19.7178, -1097.5]","[-38.8965, -16.9742, -958.0]","[-38.8624, -16.9832, -957.5]","[-33.3041, -14.2454, -818.0]","[-33.4648, -14.3216, -822.0]","[-33.2732, -14.2618, -817.5]","[-28.4746, -11.9525, -698.0]","[-28.6462, -12.0551, -702.0]","[-28.4775, -11.9681, -697.5]",,,,,
51,5.494480880711762e+17,"[-56.7639, -23.5936, -1502.0]","[-48.7473, -21.193, -1302.0]","[-48.5501, -21.102, -1297.5]","[-40.9495, -18.5584, -1102.0]","[-40.768, -18.5028, -1097.5]","[-35.346, -16.5832, -958.0]","[-35.5339, -16.6399, -962.0]","[-35.371, -16.5443, -957.5]","[-30.0347, -14.4867, -818.0]","[-30.1949, -14.5366, -822.0]","[-30.0263, -14.5005, -817.5]",,,,,,,,
52,6.935662310845317e+17,"[-69.8095, -36.1951, -1502.0]","[-69.5969, -36.0519, -1497.5]","[-60.8925, -30.8239, -1302.0]","[-60.7198, -30.7293, -1297.5]","[-51.8681, -25.7329, -1102.0]","[-51.6851, -25.6033, -1097.5]","[-45.4981, -22.2284, -962.0]","[-45.2943, -22.0975, -957.5]","[-39.0269, -18.7903, -822.0]","[-38.8242, -18.6604, -817.5]","[-33.2602, -15.8267, -698.0]","[-33.452, -15.8858, -702.0]","[-33.2228, -15.8142, -697.5]","[-28.5852, -13.4196, -598.0]","[-28.7889, -13.5213, -602.0]","[-28.5699, -13.4321, -597.5]",,,
53,2.702201008108339e+16,"[-90.6047, -31.1165, -1502.0]","[-78.3752, -26.5036, -1298.0]","[-78.6377, -26.5926, -1302.0]","[-66.4468, -22.0973, -1098.0]","[-66.6785, -22.1801, -1102.0]","[-58.0534, -19.1052, -958.0]","[-58.2835, -19.1899, -962.0]","[-49.6589, -16.1643, -818.0]","[-49.9004, -16.2045, -822.0]","[-42.4674, -13.6664, -698.0]","[-42.6933, -13.7605, -702.0]","[-36.4268, -11.5992, -598.0]","[-36.6678, -11.6976, -602.0]",,,,,,
