,particle_id,hit num1,hit num2,hit num3,hit num4,hit num5,hit num6,hit num7,hit num8,hit num9,hit num10,hit num11,hit num12,hit num13,hit num14,hit num15,hit num16,hit num17,hit num18,hit num19
11,9008161327415296.0,"[-55.4891, 2.57933, -1502.5]","[-55.3054, 2.62229, -1497.5]","[-48.092, 2.50948, -1302.5]","[-47.924, 2.49276, -1297.5]","[-40.7393, 2.28568, -1102.5]","[-40.742, 2.29957, -1102.0]","[-40.5466, 2.31338, -1097.5]","[-35.5932, 2.13899, -962.5]","[-35.5743, 2.13874, -962.0]","[-35.3969, 2.10871, -957.5]","[-30.3831, 1.89702, -822.5]","[-30.1971, 1.9001, -817.5]",,,,,,,
12,5.6295579457683456e+17,"[-99.3537, -8.5967, -1502.5]","[-84.246, -7.50801, -1302.5]","[-69.0409, -6.61227, -1102.5]","[-58.3973, -6.07553, -962.5]","[-58.0646, -6.04698, -958.0]",,,,,,,,,,,,,,
13,7.070696769826324e+17,"[-64.2867, -8.14398, -1502.5]","[-64.0917, -8.11102, -1498.0]","[-55.6774, -7.21564, -1302.5]","[-55.4799, -7.17476, -1298.0]","[-47.069, -6.18707, -1102.5]","[-46.8663, -6.18666, -1098.0]","[-41.0324, -5.4612, -962.5]","[-40.8621, -5.41365, -958.0]","[-35.0518, -4.73974, -822.5]","[-34.8462, -4.68926, -818.0]","[-34.836, -4.70631, -817.5]",,,,,,,,
14,4.954701760456294e+16,"[-93.7573, -10.1624, -1502.5]","[-81.1166, -9.26791, -1302.5]","[-68.5189, -8.22629, -1102.5]","[-68.2416, -8.23318, -1098.0]","[-59.7227, -7.43371, -962.5]","[-59.4173, -7.40016, -958.0]","[-50.9305, -6.59128, -822.5]","[-50.6593, -6.53165, -818.0]","[-43.4358, -5.75066, -702.5]","[-43.1513, -5.75756, -698.0]","[-37.1749, -5.00714, -602.5]","[-36.9082, -4.9786, -598.0]","[-36.8596, -4.99844, -597.5]",,,,,,
15,4.503809221774541e+17,"[-107.277, 3.32411, -1502.0]","[-107.024, 3.37134, -1498.0]","[-93.0239, 4.9388, -1297.5]","[-78.8924, 6.18389, -1097.5]","[-68.9011, 6.90219, -957.5]","[-59.2182, 7.50662, -822.0]","[-58.8698, 7.51705, -817.5]","[-50.6176, 7.91001, -702.0]","[-50.3038, 7.89613, -697.5]","[-43.4659, 8.19844, -602.0]","[-43.1315, 8.18428, -597.5]",,,,,,,,
16,2.296852989828137e+17,"[-116.378, 2.85331, -1502.0]","[-116.056, 2.88795, -1498.0]","[-100.582, 3.22654, -1297.5]","[-85.0954, 3.36187, -1097.5]","[-74.322, 3.31646, -957.5]","[-63.8844, 3.17247, -822.5]","[-63.5001, 3.16692, -817.5]","[-54.5593, 2.95343, -702.5]","[-54.1525, 2.93279, -697.5]","[-46.7966, 2.71174, -602.5]","[-46.7436, 2.71201, -602.0]","[-46.3864, 2.67268, -597.5]",,,,,,,
17,3.602969724410921e+17,"[-132.232, -11.0926, -1502.0]","[-131.895, -11.0026, -1498.0]","[-114.786, -8.43522, -1302.0]","[-114.432, -8.36477, -1298.0]","[-97.2389, -6.073, -1102.5]","[-84.9021, -4.65068, -962.5]","[-72.5237, -3.32539, -822.5]","[-61.9252, -2.39096, -702.5]","[-61.4853, -2.35819, -697.5]","[-53.0651, -1.69366, -602.5]","[-52.6393, -1.70021, -597.5]","[-254.476, -39.1033, -2945.5]",,,,,,,
18,1.0808859008014746e+17,"[-150.061, -5.46116, -1502.0]","[-130.113, -4.38875, -1302.0]","[-110.139, -3.41524, -1102.0]","[-96.2002, -2.78136, -962.5]","[-82.1831, -2.22989, -822.5]","[-70.164, -1.73536, -702.5]","[-69.6777, -1.71343, -697.5]","[-60.1722, -1.40038, -602.5]","[-59.6842, -1.39654, -597.5]","[-292.941, -16.4208, -2948.5]","[-253.473, -13.0001, -2548.5]",,,,,,,,
19,3.2876668980822016e+17,"[-145.595, -9.65939, -1502.0]","[-126.062, -9.35695, -1302.0]","[-125.65, -9.3743, -1298.0]","[-106.552, -8.70524, -1102.0]","[-106.147, -8.72355, -1098.0]","[-92.957, -8.14343, -962.5]","[-79.3088, -7.37022, -822.5]","[-67.6583, -6.65392, -702.5]","[-57.9821, -5.89238, -602.5]","[-57.5404, -5.86971, -598.0]","[-288.805, -4.88076, -2948.5]","[-249.007, -7.13051, -2548.5]",,,,,,,
20,3.738026173624484e+17,"[-169.457, -14.6667, -1502.0]","[-146.689, -14.8154, -1302.0]","[-146.239, -14.7705, -1298.0]","[-123.553, -14.2311, -1098.0]","[-107.665, -13.5294, -958.0]","[-92.2714, -12.5532, -822.5]","[-78.6875, -11.4842, -702.5]","[-78.1736, -11.4404, -698.0]","[-67.3611, -10.342, -602.5]","[-66.8555, -10.3172, -598.0]","[-31.8292, -5.72273, -286.213]","[-335.833, 2.33087, -2945.5]","[-290.045, -4.23176, -2548.5]","[-244.033, -9.96614, -2148.5]",,,,,
21,7.836479130781614e+17,"[-163.232, -15.1798, -1502.0]","[-162.761, -15.0558, -1498.0]","[-140.315, -9.21505, -1302.0]","[-117.232, -4.24372, -1102.0]","[-101.008, -1.20367, -962.5]","[-84.7352, 1.38101, -822.5]","[-84.16, 1.48268, -817.5]","[-70.1491, 3.33913, -697.5]","[-58.3973, 4.57089, -597.5]","[-31.1029, 6.84999, -365.301]","[-319.72, -76.8057, -2945.5]","[-319.598, -76.8084, -2948.5]","[-278.037, -57.5143, -2545.5]",,,,,,
22,4.954015940078469e+17,"[-126.418, -3.11675, -1502.0]","[-109.673, -3.69401, -1302.0]","[-92.9972, -3.98375, -1102.5]","[-81.2116, -3.95899, -962.5]","[-69.4396, -3.83499, -822.5]","[-59.344, -3.64231, -702.5]","[-58.9553, -3.61055, -697.5]","[-50.9051, -3.32923, -602.5]","[-50.4896, -3.32388, -597.5]","[-248.937, 8.32848, -2945.5]",,,,,,,,,
23,4.503828463228027e+17,"[-158.915, -12.4776, -1502.0]","[-137.684, -10.0945, -1302.0]","[-116.385, -7.95854, -1102.0]","[-115.963, -7.92199, -1098.0]","[-101.489, -6.55795, -962.5]","[-86.5283, -5.23005, -822.5]","[-73.6553, -4.21693, -702.5]","[-62.9334, -3.42325, -602.5]","[-62.4009, -3.38953, -597.5]","[-33.3057, -1.49975, -326.443]","[-32.0664, -1.43913, -314.846]","[-311.127, -34.3886, -2948.5]","[-269.44, -27.7936, -2548.5]",,,,,,
24,3.017456417998111e+17,"[-133.866, -0.10751, -1502.0]","[-133.534, -0.0296165, -1498.0]","[-116.385, 3.00315, -1302.0]","[-116.025, 3.03668, -1298.0]","[-98.5704, 5.07438, -1097.5]","[-86.1568, 5.96065, -957.5]","[-73.528, 6.51402, -817.5]","[-63.0852, 6.58386, -702.0]","[-62.6965, 6.56435, -697.5]","[-54.0768, 6.27228, -602.0]","[-53.6653, 6.25481, -597.5]","[-250.333, -41.8659, -2945.5]",,,,,,,
25,3.467796452086907e+17,"[-129.98, -3.78195, -1502.0]","[-112.594, -3.47869, -1302.0]","[-95.2755, -3.05966, -1102.5]","[-83.112, -2.75438, -962.5]","[-70.9602, -2.45003, -822.5]","[-70.5439, -2.44774, -817.5]","[-60.5708, -2.13391, -702.5]","[-60.1356, -2.11333, -697.5]","[-51.9059, -1.8532, -602.5]","[-51.4791, -1.84167, -597.5]","[-256.357, -4.75389, -2948.5]",,,,,,,,
26,4.9092994893715866e+17,"[-128.428, -5.26188, -1502.0]","[-111.109, -6.36319, -1302.0]","[-93.8334, -6.90838, -1102.5]","[-81.7652, -6.96169, -962.5]","[-69.7392, -6.81769, -822.5]","[-59.417, -6.40655, -702.5]","[-59.0257, -6.38058, -698.0]","[-50.8772, -5.83476, -602.5]","[-50.4829, -5.82082, -598.0]","[-254.508, 15.8652, -2945.5]",,,,,,,,,
27,5.856603660930253e+16,"[-107.207, -10.3776, -1502.0]","[-106.915, -10.3956, -1498.0]","[-92.8299, -11.1928, -1302.5]","[-78.1066, -11.3729, -1098.0]","[-68.3475, -11.1218, -962.5]","[-68.0313, -11.1137, -958.0]","[-58.4141, -10.4403, -822.5]","[-58.0872, -10.4232, -818.0]","[-49.8983, -9.66978, -702.5]","[-49.5724, -9.61307, -698.0]","[-42.8749, -8.8161, -602.5]","[-42.5493, -8.7497, -598.0]","[-42.8618, -8.79713, -602.0]",,,,,,
28,1.3060961187397632e+17,"[-127.624, -13.3333, -1502.0]","[-127.311, -13.3417, -1498.0]","[-110.628, -11.8969, -1302.0]","[-110.307, -11.8786, -1298.0]","[-93.6816, -10.4073, -1102.5]","[-81.8091, -9.27225, -962.5]","[-69.9328, -8.07258, -822.5]","[-59.758, -6.98509, -702.5]","[-59.3513, -6.97296, -698.0]","[-51.288, -6.06771, -602.5]","[-50.8971, -6.02311, -598.0]","[-251.777, -21.4759, -2948.5]",,,,,,,
29,3.4679235831188685e+17,"[-150.501, -5.98202, -1502.0]","[-130.377, -6.00266, -1302.0]","[-110.286, -5.82462, -1102.0]","[-82.1776, -5.18857, -822.5]","[-70.0911, -4.7389, -702.5]","[-60.0299, -4.24799, -602.5]","[-256.529, -1.7989, -2548.5]","[-256.739, -1.79501, -2545.5]",,,,,,,,,,,
30,3.602881763480699e+17,"[-103.076, -14.8581, -1498.0]","[-89.4413, -13.3837, -1302.5]","[-89.1121, -13.3466, -1298.0]","[-75.5174, -11.7864, -1102.5]","[-75.2054, -11.7562, -1098.0]","[-65.7913, -10.5194, -962.5]","[-65.4527, -10.4946, -958.0]","[-56.0812, -9.25361, -822.5]","[-55.8005, -9.20573, -818.0]","[-47.7657, -8.09762, -702.5]","[-47.4656, -8.02743, -698.0]","[-40.8549, -7.05218, -602.5]","[-40.5456, -7.03454, -598.0]",,,,,,
31,1.3061119242194125e+17,"[-170.647, -28.272, -1498.0]","[-149.28, -21.2527, -1298.0]","[-127.464, -15.0986, -1098.0]","[-112.281, -11.4727, -962.0]","[-111.832, -11.3845, -958.0]","[-96.4287, -8.31634, -822.5]","[-82.6946, -6.03174, -702.5]","[-71.188, -4.42398, -602.5]","[-33.55, -0.801159, -280.178]","[-33.0331, -0.779514, -275.604]","[-31.5281, -0.688028, -262.747]","[-312.737, -99.7235, -2948.5]","[-275.622, -77.2548, -2548.5]","[-236.794, -56.4565, -2145.5]","[-237.91, -56.7788, -2148.5]",,,,
32,7.926356647209861e+17,"[-158.47, -25.9677, -1498.0]","[-137.078, -23.135, -1298.0]","[-115.728, -20.2073, -1098.0]","[-116.145, -20.2544, -1102.0]","[-85.9513, -15.6216, -818.0]","[-73.7077, -13.6, -702.5]","[-73.2156, -13.541, -698.0]","[-63.1218, -11.8139, -602.5]","[-62.6594, -11.7266, -598.0]","[-31.6839, -6.13857, -304.031]","[-314.981, -41.4862, -2945.5]","[-270.575, -37.6367, -2545.5]",,,,,,,
33,6.350136634926694e+17,"[-169.975, -24.5436, -1498.0]","[-147.754, -19.475, -1298.0]","[-125.402, -14.9939, -1098.0]","[-109.604, -12.1843, -958.0]","[-94.1508, -9.64171, -822.5]","[-80.4351, -7.60933, -702.5]","[-68.9721, -6.05516, -602.5]","[-33.073, -2.16541, -290.56]","[-32.103, -2.0881, -281.924]","[-31.6042, -2.03589, -277.833]","[-325.246, -73.1091, -2945.5]","[-282.778, -58.2691, -2545.5]","[-240.171, -44.2169, -2145.5]",,,,,,
34,3.152540355002368e+17,"[-136.553, -27.3025, -1498.0]","[-136.901, -27.3962, -1502.0]","[-118.633, -22.6319, -1298.0]","[-118.975, -22.7177, -1302.0]","[-87.9508, -15.3817, -958.0]","[-75.6227, -12.6974, -822.5]","[-75.2257, -12.6352, -818.0]","[-64.6699, -10.5314, -702.5]","[-64.2362, -10.4596, -698.0]","[-55.4722, -8.80444, -602.5]","[-55.0517, -8.71742, -598.0]","[-262.192, -67.7225, -2948.5]",,,,,,,
35,1.3060514510798848e+17,"[-121.187, -21.8271, -1498.0]","[-121.542, -21.832, -1502.0]","[-105.038, -19.9278, -1298.0]","[-105.347, -19.9748, -1302.0]","[-88.8581, -17.6564, -1098.0]","[-77.5607, -15.9211, -958.0]","[-66.2261, -14.0226, -818.0]","[-56.9113, -12.3282, -702.5]","[-56.5438, -12.2637, -698.0]","[-48.8547, -10.7412, -602.5]","[-48.4927, -10.6908, -598.0]","[-240.613, -27.8857, -2945.5]",,,,,,,
36,6.755413872145859e+17,"[-159.785, -26.7064, -1498.0]","[-138.183, -25.3086, -1298.0]","[-138.61, -25.3327, -1302.0]","[-116.576, -23.2032, -1098.0]","[-116.997, -23.2779, -1102.0]","[-101.996, -21.4467, -962.0]","[-86.6446, -19.0789, -818.0]","[-73.9018, -16.9452, -698.0]","[-63.2615, -15.0078, -598.0]","[-30.9986, -8.09857, -294.153]","[-319.064, -21.949, -2948.5]","[-274.404, -25.1177, -2548.5]",,,,,,,
37,2.2968770416449946e+17,"[-63.9699, -22.1711, -1498.0]","[-64.1533, -22.2166, -1502.0]","[-55.3936, -19.3408, -1298.0]","[-55.5706, -19.4191, -1302.0]","[-46.8174, -16.5105, -1098.0]","[-47.0069, -16.5755, -1102.0]","[-40.8674, -14.5164, -958.0]","[-41.0142, -14.5803, -962.0]","[-34.8887, -12.464, -818.0]","[-35.0437, -12.5317, -822.0]","[-34.8368, -12.4639, -817.5]","[-29.7663, -10.6686, -698.0]","[-29.937, -10.7497, -702.0]","[-29.7276, -10.6817, -697.5]",,,,,
38,3.332671283396608e+17,"[-96.4298, -23.5878, -1498.0]","[-83.3385, -21.0105, -1298.0]","[-70.3071, -18.2933, -1098.0]","[-61.234, -16.2179, -958.0]","[-52.1429, -14.0867, -818.0]","[-52.3941, -14.1527, -822.0]","[-44.4389, -12.1857, -698.0]","[-44.675, -12.21, -702.0]","[-38.2574, -10.6093, -602.5]","[-37.9594, -10.5273, -598.0]","[-38.2347, -10.5607, -602.0]",,,,,,,,
39,2.2968832263979008e+17,"[-96.1746, -17.099, -1498.0]","[-84.1101, -13.0143, -1302.5]","[-83.827, -12.9519, -1298.0]","[-71.4204, -9.35742, -1102.5]","[-71.1223, -9.28472, -1098.0]","[-62.5019, -7.25119, -962.5]","[-62.1912, -7.19196, -958.0]","[-53.4998, -5.48947, -822.5]","[-53.2018, -5.44516, -818.0]","[-45.6884, -4.12238, -702.5]","[-45.4035, -4.08717, -698.0]","[-45.338, -4.0804, -697.5]","[-39.2036, -3.11047, -602.5]","[-38.9352, -3.04847, -598.0]","[-38.8799, -3.03616, -597.5]",,,,
40,6.260207578890895e+17,"[-73.8266, -21.5036, -1498.0]","[-62.1979, -19.4317, -1298.0]","[-62.4188, -19.4957, -1302.0]","[-50.7426, -17.0929, -1098.0]","[-50.9754, -17.1369, -1102.0]","[-42.8633, -15.1498, -958.0]","[-43.1127, -15.2331, -962.0]","[-35.0338, -13.0644, -818.0]","[-35.2409, -13.109, -822.0]","[-35.0115, -13.04, -817.5]","[-28.2785, -11.0827, -698.0]","[-28.5012, -11.1291, -702.0]",,,,,,,
41,1.8466675745619968e+17,"[-72.5526, -14.4102, -1498.0]","[-62.9558, -12.9544, -1302.5]","[-62.7191, -12.9236, -1298.0]","[-53.153, -11.3303, -1102.5]","[-52.9292, -11.2931, -1098.0]","[-46.3073, -10.0893, -962.5]","[-46.0536, -10.0538, -958.0]","[-39.4719, -8.79906, -822.5]","[-39.256, -8.73034, -818.0]","[-39.4541, -8.79272, -822.0]","[-33.5827, -7.6334, -702.5]","[-33.3998, -7.58152, -698.0]","[-33.577, -7.60312, -702.0]",,,,,,
42,3.692962002365317e+17,"[-91.7493, -22.3613, -1498.0]","[-79.3143, -19.9415, -1298.0]","[-66.915, -17.3761, -1098.0]","[-58.3352, -15.5219, -958.0]","[-58.5644, -15.572, -962.0]","[-49.7793, -13.5707, -818.0]","[-50.043, -13.6118, -822.0]","[-42.4617, -11.7625, -698.0]","[-42.7065, -11.8177, -702.0]","[-36.6891, -10.2853, -602.5]","[-36.4138, -10.2077, -598.0]","[-36.6456, -10.2813, -602.0]",,,,,,,
43,4.773854775114465e+17,"[-73.9237, -15.4079, -1498.0]","[-64.4777, -12.9739, -1302.5]","[-64.2893, -12.8892, -1298.0]","[-54.7338, -10.602, -1102.5]","[-54.4987, -10.5387, -1098.0]","[-47.8943, -9.01052, -962.5]","[-47.6663, -8.94975, -958.0]","[-41.0437, -7.46827, -822.5]","[-40.8328, -7.46344, -818.0]","[-35.1023, -6.24836, -702.5]","[-34.8906, -6.19111, -698.0]","[-30.1586, -5.25742, -602.5]","[-29.9096, -5.25239, -598.0]",,,,,,
44,4.503697209027461e+17,"[-91.307, -17.2159, -1498.0]","[-78.4556, -17.37, -1298.0]","[-65.8241, -16.8571, -1098.0]","[-57.0428, -16.0858, -958.0]","[-57.2789, -16.1119, -962.0]","[-48.2871, -14.8065, -818.0]","[-48.5377, -14.8824, -822.0]","[-40.8579, -13.3828, -698.0]","[-41.1234, -13.4349, -702.0]","[-34.7319, -11.9121, -598.0]","[-34.9722, -11.9694, -602.0]","[-34.6803, -11.8988, -597.5]",,,,,,,
45,4.954433754497024e+16,"[-62.1582, -22.0446, -1498.0]","[-62.3306, -22.111, -1502.0]","[-54.0999, -18.4646, -1298.0]","[-54.2302, -18.5392, -1302.0]","[-45.8121, -14.9322, -1098.0]","[-46.0056, -15.0242, -1102.0]","[-40.0017, -12.6117, -958.0]","[-40.1469, -12.7057, -962.0]","[-34.1486, -10.4866, -818.0]","[-34.3428, -10.518, -822.0]","[-29.1455, -8.71982, -698.0]","[-29.3316, -8.76707, -702.0]",,,,,,,
46,3.7380639693366886e+17,"[-53.9238, -13.8972, -1498.0]","[-54.0706, -13.9271, -1502.0]","[-46.666, -12.2576, -1298.0]","[-46.7937, -12.32, -1302.0]","[-39.555, -10.6112, -1102.5]","[-39.3944, -10.5633, -1098.0]","[-39.5502, -10.6185, -1102.0]","[-34.4627, -9.35776, -962.5]","[-34.3077, -9.34209, -958.0]","[-34.463, -9.3772, -962.0]","[-29.2873, -8.08539, -818.0]","[-29.3949, -8.08972, -822.0]",,,,,,,
47,7.83641247288918e+17,"[-67.2036, -21.7133, -1498.0]","[-67.3832, -21.7685, -1502.0]","[-58.5209, -17.8805, -1298.0]","[-58.6771, -17.9458, -1302.0]","[-49.6472, -14.3617, -1098.0]","[-49.8562, -14.4003, -1102.0]","[-43.3948, -12.0893, -958.0]","[-43.5826, -12.1264, -962.0]","[-37.2951, -9.93176, -822.5]","[-37.1303, -9.86547, -818.0]","[-37.291, -9.89917, -822.0]","[-31.9055, -8.15341, -702.5]","[-31.713, -8.10211, -698.0]","[-31.87, -8.1408, -702.0]",,,,,
48,2.6121510057934848e+17,"[-59.5222, -19.2521, -1498.0]","[-59.6839, -19.337, -1502.0]","[-51.6893, -16.2404, -1298.0]","[-51.8641, -16.3144, -1302.0]","[-43.8224, -13.3233, -1098.0]","[-44.006, -13.3842, -1102.0]","[-38.3288, -11.3873, -958.0]","[-38.4865, -11.4226, -962.0]","[-32.7689, -9.48686, -818.0]","[-32.9287, -9.55349, -822.0]",,,,,,,,,
49,2.8373866499381658e+17,"[-75.1224, -18.5752, -1498.0]","[-64.8359, -16.877, -1298.0]","[-54.6122, -14.8852, -1098.0]","[-54.8093, -14.9366, -1102.0]","[-47.5321, -13.3911, -958.0]","[-47.7446, -13.4715, -962.0]","[-40.5429, -11.7646, -818.0]","[-40.7365, -11.8134, -822.0]","[-34.4805, -10.3091, -698.0]","[-34.7082, -10.3447, -702.0]","[-29.5381, -8.96834, -598.0]","[-29.7315, -9.04094, -602.0]",,,,,,,
50,7.926379324637184e+17,"[-118.402, -32.5477, -1502.0]","[-118.106, -32.4925, -1498.0]","[-102.385, -28.8833, -1302.0]","[-102.075, -28.8068, -1298.0]","[-86.1392, -24.9224, -1098.0]","[-75.0685, -22.081, -958.0]","[-75.3802, -22.1585, -962.0]","[-64.0139, -19.0964, -818.0]","[-64.3086, -19.196, -822.0]","[-54.5572, -16.4661, -698.0]","[-54.878, -16.5345, -702.0]","[-46.6863, -14.1651, -598.0]","[-47.0077, -14.2487, -602.0]","[-235.918, -54.5149, -2945.5]","[-236.093, -54.481, -2948.5]",,,,
51,9016201506193408.0,"[-116.498, -35.9521, -1502.0]","[-116.204, -35.8101, -1498.0]","[-101.479, -30.057, -1302.0]","[-101.179, -29.9831, -1298.0]","[-85.9899, -24.4238, -1098.0]","[-75.2541, -20.6636, -958.0]","[-64.3965, -17.1314, -818.0]","[-55.0344, -14.1639, -698.0]","[-55.3372, -14.2894, -702.0]","[-47.5751, -11.9445, -602.5]","[-47.2466, -11.8314, -598.0]",,,,,,,,
52,5.855297990872269e+16,"[-154.215, -38.5054, -1502.0]","[-133.952, -32.2501, -1302.0]","[-113.548, -26.3725, -1102.0]","[-98.7519, -22.2942, -958.0]","[-84.3739, -18.6253, -818.0]","[-72.0114, -15.5144, -698.0]","[-62.161, -13.1426, -602.5]","[-61.7076, -13.0407, -598.0]","[-31.6242, -6.30905, -306.422]","[-296.641, -90.7291, -2948.5]","[-257.438, -75.2346, -2548.5]",,,,,,,,
53,4.368535619014492e+17,"[-165.64, -40.2679, -1502.0]","[-143.039, -37.9827, -1302.0]","[-120.537, -34.6936, -1102.0]","[-120.072, -34.6278, -1098.0]","[-104.936, -31.9487, -962.0]","[-104.488, -31.883, -958.0]","[-88.8767, -28.6134, -818.0]","[-89.3318, -28.6951, -822.0]","[-75.5978, -25.3226, -698.0]","[-76.033, -25.4596, -702.0]","[-64.6233, -22.3279, -598.0]","[-65.0413, -22.4761, -602.0]","[-29.8246, -11.4564, -284.291]","[-31.9333, -12.1868, -303.562]","[-29.3595, -11.2863, -279.89]","[-334.014, -33.558, -2948.5]","[-286.285, -38.376, -2545.5]","[-239.482, -41.2117, -2145.5]",
54,6.350318054345277e+17,"[-85.0701, -34.7772, -1502.0]","[-74.1662, -29.5571, -1302.0]","[-55.0748, -20.9097, -958.0]","[-55.3204, -20.9932, -962.0]","[-47.2429, -17.5896, -818.0]","[-47.4611, -17.6837, -822.0]","[-40.4413, -14.8769, -698.0]","[-40.667, -14.9777, -702.0]","[-34.6792, -12.6194, -598.0]","[-34.9123, -12.7023, -602.0]","[-34.6844, -12.605, -597.5]",,,,,,,,
