,particle_id,hit num1,hit num2,hit num3,hit num4,hit num5,hit num6,hit num7,hit num8,hit num9,hit num10,hit num11,hit num12,hit num13,hit num14,hit num15,hit num16,hit num17,hit num18,hit num19
11,6.305065591719854e+17,"[-91.1382, -13.8182, -1502.5]","[-90.874, -13.7182, -1498.0]","[-79.2549, -10.927, -1302.5]","[-79.005, -10.8687, -1298.0]","[-67.3778, -8.38725, -1102.5]","[-67.1207, -8.32401, -1098.0]","[-58.9847, -6.77377, -962.5]","[-50.5239, -5.30541, -822.5]","[-50.2714, -5.25585, -818.0]","[-43.2609, -4.13195, -702.5]","[-42.9779, -4.07045, -698.0]","[-42.9671, -4.06637, -697.5]","[-37.2039, -3.20386, -602.5]","[-36.9423, -3.18708, -598.0]","[-36.9171, -3.18835, -597.5]",,,,
12,5.764608210229002e+17,"[-79.3329, -13.491, -1502.5]","[-79.0778, -13.4572, -1498.0]","[-68.8247, -11.5104, -1302.5]","[-68.5933, -11.5057, -1298.0]","[-58.3086, -9.62952, -1102.5]","[-58.0913, -9.55001, -1098.0]","[-50.9653, -8.29928, -962.5]","[-50.7117, -8.24111, -958.0]","[-43.5855, -7.01631, -822.5]","[-43.345, -6.98673, -818.0]","[-37.2725, -5.91761, -702.5]","[-37.0464, -5.88594, -698.0]","[-32.0366, -5.05414, -602.5]","[-31.7827, -4.98218, -598.0]","[-31.7557, -4.99888, -597.5]",,,,
13,3.647961740219515e+17,"[-58.0441, -2.23598, -1502.5]","[-57.8558, -2.19245, -1497.5]","[-50.3252, -1.37771, -1302.5]","[-50.1445, -1.34486, -1297.5]","[-42.5046, -0.712071, -1102.5]","[-42.3078, -0.707748, -1097.5]","[-37.0911, -0.336169, -962.5]","[-36.9396, -0.306866, -958.0]","[-36.9178, -0.32948, -957.5]","[-31.752, -0.0664414, -822.5]","[-31.5648, -0.0448927, -818.0]","[-31.5356, -0.0509037, -817.5]",,,,,,,
14,7.566169694651023e+17,"[-58.8777, -7.41735, -1502.5]","[-58.7188, -7.4181, -1498.0]","[-51.1183, -6.35529, -1302.5]","[-50.9365, -6.34108, -1298.0]","[-43.299, -5.33866, -1102.5]","[-43.1353, -5.34235, -1098.0]","[-37.827, -4.60708, -962.5]","[-37.6467, -4.59028, -958.0]","[-37.6477, -4.58533, -957.5]","[-32.3538, -3.92555, -822.5]","[-32.2012, -3.89997, -818.0]","[-32.178, -3.9124, -817.5]",,,,,,,
15,3.918216887963484e+17,"[-94.6093, -14.3923, -1502.5]","[-94.3231, -14.3405, -1498.0]","[-82.0431, -12.7513, -1302.5]","[-81.7776, -12.6784, -1298.0]","[-69.4902, -11.0111, -1102.5]","[-69.2076, -10.9847, -1098.0]","[-60.7238, -9.76945, -962.5]","[-60.4406, -9.70267, -958.0]","[-51.9708, -8.42856, -822.5]","[-51.6959, -8.42598, -818.0]","[-44.4702, -7.33671, -702.5]","[-44.1722, -7.28817, -698.0]","[-38.2433, -6.3451, -602.5]","[-37.9371, -6.30546, -598.0]",,,,,
16,7.430965498562478e+17,"[-93.7972, -12.5228, -1502.5]","[-81.1996, -11.2806, -1302.5]","[-80.8881, -11.2179, -1298.0]","[-68.5757, -9.83571, -1102.5]","[-68.306, -9.79126, -1098.0]","[-59.789, -8.74294, -962.5]","[-51.0203, -7.60143, -822.5]","[-50.754, -7.58281, -818.0]","[-43.5413, -6.56144, -702.5]","[-43.2497, -6.55249, -698.0]","[-37.3443, -5.72264, -602.5]","[-37.0384, -5.67834, -598.0]",,,,,,,
17,1.1259486976711066e+17,"[-85.8081, -12.9473, -1502.5]","[-85.5729, -12.9083, -1498.0]","[-74.5708, -10.9094, -1302.5]","[-74.3179, -10.8746, -1298.0]","[-63.2696, -8.96672, -1102.5]","[-62.9849, -8.92513, -1098.0]","[-55.2729, -7.68535, -962.5]","[-55.0233, -7.63077, -958.0]","[-47.2777, -6.4041, -822.5]","[-47.0501, -6.38504, -818.0]","[-40.435, -5.36403, -702.5]","[-40.1824, -5.35331, -698.0]","[-34.6978, -4.56142, -602.5]","[-34.432, -4.48697, -598.0]","[-34.4239, -4.48797, -597.5]",,,,
18,2.6121097741074432e+17,"[-59.6323, -3.56468, -1502.5]","[-59.4003, -3.52537, -1497.5]","[-51.6419, -3.28691, -1302.5]","[-51.4619, -3.24735, -1297.5]","[-43.6595, -2.95961, -1102.5]","[-43.4768, -2.95614, -1098.0]","[-43.4977, -2.92122, -1097.5]","[-38.0922, -2.67191, -962.5]","[-37.9379, -2.65477, -958.0]","[-37.8912, -2.66029, -957.5]","[-32.5769, -2.38831, -822.5]","[-32.3872, -2.40202, -818.0]","[-32.3459, -2.39455, -817.5]",,,,,,
19,3.152602889726198e+17,"[-55.3638, -4.03122, -1502.5]","[-55.179, -4.00806, -1497.5]","[-47.8024, -4.03798, -1302.5]","[-47.622, -4.00273, -1298.0]","[-47.5889, -4.00356, -1297.5]","[-40.2007, -3.84095, -1102.5]","[-40.0286, -3.82519, -1098.0]","[-40.0158, -3.84725, -1097.5]","[-34.9699, -3.62989, -962.5]","[-34.8062, -3.65123, -958.0]","[-34.8097, -3.65513, -957.5]",,,,,,,,
20,4.8188625964027085e+17,"[-69.454, -4.83921, -1502.5]","[-60.0663, -4.50163, -1302.5]","[-50.738, -4.01825, -1102.5]","[-50.5199, -4.01625, -1098.0]","[-50.5245, -4.02329, -1097.5]","[-44.2288, -3.65643, -962.5]","[-44.0341, -3.65556, -958.0]","[-44.0051, -3.6336, -957.5]","[-37.7647, -3.248, -822.5]","[-37.5673, -3.23428, -818.0]","[-37.5378, -3.18965, -817.5]","[-32.2092, -2.86092, -702.5]","[-31.997, -2.82255, -698.0]","[-31.9796, -2.82462, -697.5]",,,,,
21,3.6479631146090496e+17,"[-85.5027, -10.9171, -1502.5]","[-74.2113, -9.02537, -1302.5]","[-62.8944, -7.28209, -1102.5]","[-62.6357, -7.24725, -1098.0]","[-54.9708, -6.15694, -962.5]","[-54.6938, -6.11188, -958.0]","[-46.991, -5.02737, -822.5]","[-46.7402, -5.02513, -818.0]","[-40.1732, -4.18987, -702.5]","[-39.8922, -4.15239, -698.0]","[-39.8711, -4.15957, -697.5]","[-34.4584, -3.53949, -602.5]","[-34.2046, -3.50679, -598.0]","[-34.1772, -3.50429, -597.5]",,,,,
22,5.179233717159199e+17,"[-158.274, -15.5057, -1502.0]","[-157.855, -15.5831, -1498.0]","[-136.612, -17.9207, -1298.0]","[-115.335, -18.9914, -1098.0]","[-115.751, -18.9804, -1102.0]","[-72.7918, -16.9905, -698.0]","[-62.1119, -15.6059, -598.0]","[-30.5349, -9.42462, -296.154]","[-310.143, 30.645, -2945.5]","[-267.846, 13.8774, -2545.5]",,,,,,,,,
23,1.531320080573399e+17,"[-162.15, 0.241362, -1502.0]","[-161.735, 0.144658, -1498.0]","[-140.565, -4.77185, -1302.0]","[-118.852, -8.17274, -1102.0]","[-118.424, -8.21476, -1098.0]","[-88.2708, -10.3325, -822.5]","[-75.0161, -10.3426, -702.5]","[-74.5313, -10.3088, -698.0]","[-64.0963, -9.93456, -602.5]","[-63.6186, -9.89999, -598.0]","[-31.4774, -6.72893, -300.03]","[-314.151, 66.9285, -2948.5]","[-272.905, 45.1554, -2548.5]",,,,,,
24,3.2877280584164966e+17,"[-132.337, -6.39358, -1502.0]","[-114.216, -9.81034, -1302.0]","[-113.844, -9.89824, -1298.0]","[-96.2831, -11.7656, -1102.5]","[-83.6736, -12.4283, -962.5]","[-83.2523, -12.454, -958.0]","[-71.0583, -12.4385, -822.5]","[-70.6516, -12.4112, -818.0]","[-60.2323, -11.8874, -702.5]","[-59.8472, -11.8741, -698.0]","[-51.2543, -11.0805, -602.5]","[-50.854, -11.052, -598.0]","[-260.858, 44.3716, -2948.5]",,,,,,
25,2.071674382849147e+17,"[-175.1, -13.1758, -1502.0]","[-151.145, -15.0715, -1302.0]","[-150.672, -15.086, -1298.0]","[-126.707, -15.6808, -1098.0]","[-110.033, -15.4751, -958.0]","[-93.8972, -14.8378, -822.5]","[-93.3814, -14.8343, -818.0]","[-79.8662, -13.884, -702.5]","[-79.3359, -13.8277, -698.0]","[-68.2256, -12.7673, -602.5]","[-67.7068, -12.7327, -598.0]","[-31.3154, -7.1925, -279.966]","[-30.8212, -7.10577, -275.259]","[-349.05, 23.0545, -2945.5]","[-300.524, 10.0509, -2545.5]","[-252.968, -1.03053, -2148.5]","[-251.891, -1.11573, -2145.5]",,
26,2.2969766848862618e+17,"[-108.206, -17.6436, -1498.0]","[-108.562, -17.6491, -1502.0]","[-90.3805, -17.4607, -1298.0]","[-72.3912, -17.9709, -1098.0]","[-59.7599, -18.7436, -958.0]","[-60.1268, -18.7086, -962.0]","[-47.1454, -19.8815, -818.0]","[-47.4912, -19.8609, -822.0]","[-47.093, -19.9158, -817.5]","[-36.6975, -21.0185, -702.0]","[-36.7201, -20.9982, -702.5]",,,,,,,,
27,1.8918121476089446e+17,"[-116.864, -19.9619, -1498.0]","[-117.201, -19.9379, -1502.0]","[-99.6365, -20.3983, -1298.0]","[-82.443, -19.9214, -1098.0]","[-70.5914, -18.9272, -958.0]","[-58.8368, -17.2878, -818.0]","[-59.172, -17.339, -822.0]","[-48.8456, -15.4548, -698.0]","[-49.159, -15.5186, -702.0]","[-40.5505, -13.7204, -598.0]","[-40.9081, -13.7787, -602.0]","[-244.282, 5.69338, -2945.5]",,,,,,,
28,5.719659487690752e+17,"[-104.14, -19.853, -1498.0]","[-104.436, -19.9147, -1502.0]","[-90.0646, -18.4602, -1298.0]","[-75.9912, -16.6755, -1098.0]","[-66.1603, -15.1381, -958.0]","[-56.3864, -13.5115, -818.0]","[-48.3041, -12.0019, -702.5]","[-47.9931, -11.9592, -698.0]","[-48.2858, -12.018, -702.0]","[-41.3612, -10.6028, -602.5]","[-41.0614, -10.5007, -598.0]","[-41.3295, -10.5855, -602.0]",,,,,,,
29,8.061450892135629e+17,"[-146.643, -19.017, -1498.0]","[-126.086, -19.7338, -1298.0]","[-105.87, -19.539, -1098.0]","[-106.254, -19.5717, -1102.0]","[-91.8006, -18.7742, -958.0]","[-77.8902, -17.44, -818.0]","[-65.931, -15.9572, -698.0]","[-56.2135, -14.48, -598.0]","[-56.6084, -14.5453, -602.0]","[-296.818, 11.7584, -2945.5]","[-255.448, 0.267488, -2548.5]","[-255.42, 0.211699, -2545.5]",,,,,,,
30,5.31428535600939e+17,"[-173.377, -23.756, -1498.0]","[-150.003, -21.909, -1298.0]","[-126.667, -19.613, -1098.0]","[-110.332, -17.7886, -958.0]","[-110.784, -17.8636, -962.0]","[-94.5452, -15.8418, -822.5]","[-94.024, -15.7599, -818.0]","[-80.5957, -13.9414, -702.5]","[-80.0703, -13.9011, -698.0]","[-69.0423, -12.33, -602.5]","[-68.5365, -12.212, -598.0]","[-31.1669, -6.11713, -272.329]","[-346.477, -25.9498, -2948.5]","[-298.354, -26.6729, -2548.5]","[-250.272, -26.6772, -2148.5]",,,,
31,3.062524025231114e+17,"[-104.518, -15.5136, -1498.0]","[-90.6447, -14.5819, -1302.5]","[-90.3241, -14.5631, -1298.0]","[-76.556, -13.2223, -1102.5]","[-76.2496, -13.1895, -1098.0]","[-66.751, -12.0494, -962.5]","[-66.4529, -12.0202, -958.0]","[-57.0261, -10.7825, -822.5]","[-56.7136, -10.7105, -818.0]","[-48.6685, -9.52284, -702.5]","[-48.3678, -9.47813, -698.0]","[-41.706, -8.37303, -602.5]","[-41.3804, -8.3148, -598.0]","[-41.6848, -8.36372, -602.0]",,,,,
32,8.196618666901504e+17,"[-84.5715, -23.8261, -1498.0]","[-72.9957, -21.2013, -1298.0]","[-73.2003, -21.2555, -1302.0]","[-61.531, -18.4489, -1098.0]","[-61.7571, -18.518, -1102.0]","[-53.559, -16.3807, -958.0]","[-53.8277, -16.4242, -962.0]","[-45.6317, -14.2204, -818.0]","[-45.8711, -14.265, -822.0]","[-38.874, -12.2895, -698.0]","[-39.1212, -12.3891, -702.0]","[-33.2348, -10.6786, -598.0]","[-33.4678, -10.7509, -602.0]","[-33.21, -10.7046, -597.5]",,,,,
33,4.188512580198728e+17,"[-74.3176, -14.7311, -1498.0]","[-64.1455, -13.7288, -1298.0]","[-54.1903, -12.4893, -1102.5]","[-53.9771, -12.4703, -1098.0]","[-47.0909, -11.3547, -962.5]","[-46.8477, -11.3243, -958.0]","[-47.058, -11.3471, -962.0]","[-39.9829, -10.1934, -822.5]","[-39.7701, -10.1393, -818.0]","[-39.9685, -10.1965, -822.0]","[-33.9815, -9.01896, -702.5]","[-33.7644, -8.95455, -698.0]","[-33.9487, -9.00183, -702.0]",,,,,,
34,3.152609074479104e+16,"[-96.833, -24.5588, -1498.0]","[-83.9255, -23.1406, -1298.0]","[-71.0973, -21.1569, -1098.0]","[-71.3223, -21.2249, -1102.0]","[-62.0885, -19.4055, -958.0]","[-62.3317, -19.4596, -962.0]","[-52.9857, -17.3229, -818.0]","[-53.2318, -17.4221, -822.0]","[-45.0781, -15.3216, -698.0]","[-45.3605, -15.4056, -702.0]","[-38.4937, -13.4323, -598.0]","[-38.785, -13.4946, -602.0]",,,,,,,
35,7.971372027640545e+17,"[-78.201, -15.6634, -1498.0]","[-67.5371, -14.5431, -1298.0]","[-56.9937, -13.2459, -1098.0]","[-49.8173, -12.1711, -962.5]","[-49.6022, -12.1398, -958.0]","[-49.8092, -12.1619, -962.0]","[-42.471, -10.8407, -822.5]","[-42.2342, -10.7823, -818.0]","[-42.441, -10.8418, -822.0]","[-36.1971, -9.54441, -702.5]","[-35.9522, -9.47981, -698.0]","[-36.1614, -9.53951, -702.0]","[-30.9287, -8.37746, -602.5]","[-30.709, -8.32387, -598.0]","[-30.9128, -8.39376, -602.0]",,,,
36,2.296887349566505e+17,"[-63.8413, -18.1294, -1498.0]","[-64.0439, -18.1664, -1502.0]","[-55.2772, -15.9705, -1298.0]","[-55.4577, -16.0169, -1302.0]","[-46.7483, -13.6658, -1098.0]","[-46.9105, -13.7214, -1102.0]","[-40.7785, -12.0268, -958.0]","[-40.9399, -12.1141, -962.0]","[-34.8086, -10.3879, -818.0]","[-34.9883, -10.4607, -822.0]","[-29.7139, -8.95912, -698.0]","[-29.8737, -8.99161, -702.0]",,,,,,,
37,3.6029326158934835e+17,"[-88.7479, -16.5501, -1498.0]","[-76.7495, -14.8008, -1298.0]","[-65.0946, -13.0224, -1102.5]","[-64.8479, -12.9719, -1098.0]","[-56.798, -11.6171, -962.5]","[-56.5151, -11.537, -958.0]","[-48.4493, -10.1576, -822.5]","[-48.1824, -10.1021, -818.0]","[-41.3342, -8.79516, -702.5]","[-41.0449, -8.74846, -698.0]","[-41.281, -8.79178, -702.0]","[-35.385, -7.67494, -602.5]","[-35.1147, -7.63328, -598.0]","[-35.346, -7.68641, -602.0]",,,,,
38,2.6121654368835994e+17,"[-67.1976, -23.6659, -1498.0]","[-67.3508, -23.7575, -1502.0]","[-58.5813, -19.7975, -1298.0]","[-58.7869, -19.8855, -1302.0]","[-49.8637, -16.1106, -1098.0]","[-50.0234, -16.2014, -1102.0]","[-43.6744, -13.6991, -958.0]","[-43.8529, -13.7537, -962.0]","[-37.4187, -11.3231, -818.0]","[-37.5922, -11.3769, -822.0]","[-32.0345, -9.41339, -698.0]","[-32.2286, -9.47995, -702.0]",,,,,,,
39,2.252143411068928e+16,"[-79.4992, -25.4365, -1498.0]","[-79.7103, -25.5215, -1502.0]","[-68.9692, -21.8287, -1298.0]","[-69.217, -21.8786, -1302.0]","[-58.4276, -18.2694, -1098.0]","[-58.6471, -18.3122, -1102.0]","[-51.0313, -15.8253, -958.0]","[-51.2438, -15.8951, -962.0]","[-43.5766, -13.4185, -818.0]","[-43.7927, -13.4582, -822.0]","[-37.2313, -11.3809, -698.0]","[-37.4499, -11.4262, -702.0]","[-31.9097, -9.69197, -598.0]","[-32.1276, -9.76284, -602.0]",,,,,
40,3.1077345689757286e+17,"[-69.7382, -17.1797, -1498.0]","[-59.898, -16.0, -1298.0]","[-60.0769, -16.0361, -1302.0]","[-50.1708, -14.5903, -1098.0]","[-50.3567, -14.6618, -1102.0]","[-43.4709, -13.3417, -958.0]","[-36.8935, -11.814, -818.0]","[-37.0525, -11.8569, -822.0]","[-31.3401, -10.3779, -698.0]","[-31.5286, -10.4348, -702.0]","[-31.3095, -10.361, -697.5]",,,,,,,,
41,3.918172907498373e+17,"[-146.86, -40.2682, -1502.0]","[-126.99, -37.2385, -1302.0]","[-126.586, -37.1277, -1298.0]","[-107.148, -33.445, -1102.0]","[-106.752, -33.3277, -1098.0]","[-93.0184, -30.3277, -958.0]","[-93.4051, -30.3823, -962.0]","[-79.3131, -26.9345, -818.0]","[-79.6942, -27.0302, -822.0]","[-67.6779, -23.7812, -698.0]","[-68.0637, -23.8904, -702.0]","[-57.9468, -20.9821, -598.0]","[-29.7514, -11.6657, -305.231]","[-253.233, -46.1546, -2545.5]",,,,,
42,5.989932502498673e+17,"[-118.866, -26.3716, -1502.0]","[-103.177, -21.8389, -1298.0]","[-103.475, -21.8974, -1302.0]","[-87.6787, -17.6303, -1098.0]","[-76.7082, -14.8937, -958.0]","[-66.0506, -12.3453, -822.5]","[-65.7144, -12.2543, -818.0]","[-56.6275, -10.1994, -702.5]","[-56.2717, -10.1416, -698.0]","[-48.747, -8.52592, -602.5]","[-48.4081, -8.40795, -598.0]",,,,,,,,
43,3.1525602838184346e+17,"[-113.134, -27.1021, -1502.0]",,,,,,,,,,,,,,,,,,
44,3.197612772598743e+17,"[-153.872, -34.7778, -1502.0]","[-133.188, -31.1458, -1302.0]","[-112.518, -27.2087, -1102.0]","[-97.6861, -24.1465, -958.0]","[-83.3477, -21.0127, -818.0]","[-71.1063, -18.2281, -698.0]","[-60.9095, -15.8829, -598.0]","[-30.8897, -8.41004, -301.738]","[-305.335, -54.7323, -2945.5]","[-262.305, -49.9882, -2545.5]",,,,,,,,,
45,1.8021407896109056e+16,"[-136.762, -28.8532, -1502.0]","[-118.856, -23.0669, -1298.0]","[-119.204, -23.1825, -1302.0]","[-266.581, -65.6128, -2948.5]",,,,,,,,,,,,,,,
46,7.025643593683436e+17,"[-106.18, -33.0633, -1502.0]","[-105.913, -32.9408, -1498.0]","[-92.0202, -27.9798, -1298.0]","[-78.0341, -23.1308, -1098.0]","[-68.2143, -19.8991, -958.0]","[-68.4795, -20.0037, -962.0]","[-58.3402, -16.7058, -818.0]","[-58.6112, -16.782, -822.0]","[-49.8383, -14.0477, -698.0]","[-50.1334, -14.1363, -702.0]","[-42.7899, -11.8413, -598.0]","[-43.0681, -11.9674, -602.0]",,,,,,,
47,4.504499852515738e+16,"[-115.683, -27.1313, -1502.0]","[-84.6468, -20.8618, -1098.0]","[-73.9228, -18.5443, -958.0]","[-63.1674, -16.1164, -818.0]","[-53.9785, -13.9104, -698.0]","[-54.2867, -13.9934, -702.0]","[-46.3211, -12.072, -598.0]","[-46.6183, -12.1391, -602.0]",,,,,,,,,,,
48,7.385918507172495e+17,"[-148.065, -42.7603, -1502.0]","[-147.664, -42.7159, -1498.0]","[-127.443, -39.6823, -1298.0]","[-107.377, -35.7517, -1098.0]","[-93.8327, -32.6701, -962.0]","[-79.9017, -29.1186, -822.0]","[-67.9954, -25.729, -702.0]","[-58.1254, -22.7504, -602.0]","[-29.4344, -12.5723, -306.113]","[-299.48, -46.4702, -2945.5]","[-256.632, -47.6069, -2545.5]",,,,,,,,
49,6.170044876634194e+17,"[-148.815, -37.2868, -1502.0]","[-121.386, -38.9178, -1298.0]","[-343.058, 2.1106, -2945.5]","[-289.568, -12.4179, -2548.5]",,,,,,,,,,,,,,,
50,5.7196182560047104e+17,"[-64.9939, -31.278, -1502.0]","[-64.7996, -31.1769, -1497.5]","[-56.2193, -27.4811, -1302.0]","[-56.0368, -27.3904, -1297.5]","[-47.4734, -23.5337, -1102.0]","[-47.3044, -23.4465, -1097.5]","[-41.372, -20.7358, -962.0]","[-41.179, -20.6312, -957.5]","[-35.2826, -17.8346, -822.0]","[-35.0798, -17.7732, -817.5]","[-30.0966, -15.3618, -702.0]","[-29.9004, -15.2443, -697.5]","[-30.0989, -15.3506, -702.5]",,,,,,
51,5.989869967774843e+17,"[-60.708, -25.3355, -1502.0]","[-52.8772, -21.6589, -1302.0]","[-44.8395, -17.9896, -1098.0]","[-44.9889, -18.0667, -1102.0]","[-44.7862, -17.9744, -1097.5]","[-39.2587, -15.57, -958.0]","[-39.4146, -15.6495, -962.0]","[-39.2518, -15.5799, -957.5]","[-33.6707, -13.2, -818.0]","[-33.8211, -13.2786, -822.0]","[-33.6561, -13.2064, -817.5]","[-28.8756, -11.2261, -698.0]","[-29.0269, -11.2927, -702.0]","[-28.8275, -11.1857, -697.5]",,,,,
52,4.728820153230295e+17,"[-84.1179, -37.9005, -1502.0]","[-73.1123, -32.2054, -1302.0]","[-62.0321, -26.7499, -1102.0]","[-54.2203, -22.9729, -962.0]","[-46.1091, -19.22, -818.0]","[-46.3511, -19.3346, -822.0]","[-46.064, -19.2266, -817.5]","[-39.373, -16.163, -698.0]","[-39.587, -16.2622, -702.0]","[-39.3294, -16.1552, -697.5]","[-33.7181, -13.7256, -598.0]","[-33.9446, -13.8168, -602.0]","[-33.6869, -13.6944, -597.5]",,,,,,
53,3.91822582149546e+17,"[-76.4644, -27.4783, -1502.0]","[-66.32, -22.8895, -1298.0]","[-66.5165, -22.9789, -1302.0]","[-56.2601, -18.6232, -1098.0]","[-56.4729, -18.7105, -1102.0]","[-49.1646, -15.8399, -958.0]","[-49.3478, -15.9216, -962.0]","[-42.0685, -13.1593, -818.0]","[-42.3076, -13.2219, -822.0]","[-36.063, -10.9462, -698.0]","[-36.2461, -10.9817, -702.0]","[-31.05, -9.17703, -598.0]","[-31.2357, -9.23107, -602.0]",,,,,,
