,particle_id,hit num1,hit num2,hit num3,hit num4,hit num5,hit num6,hit num7,hit num8,hit num9,hit num10,hit num11,hit num12,hit num13,hit num14,hit num15,hit num16,hit num17,hit num18,hit num19
14,7.070661035698422e+17,"[-95.123, -15.0346, -1502.5]","[-94.8398, -15.0302, -1498.0]","[-82.0936, -14.2599, -1302.5]","[-81.7892, -14.211, -1298.0]","[-69.1517, -13.0909, -1102.5]","[-68.875, -13.0645, -1098.0]","[-60.203, -12.0857, -962.5]","[-59.9216, -12.0463, -958.0]","[-51.2895, -10.9328, -822.5]","[-50.9915, -10.9308, -818.0]","[-43.6529, -9.78012, -702.5]","[-43.3581, -9.71519, -698.0]","[-43.6196, -9.76045, -702.0]","[-37.3371, -8.6812, -602.5]","[-37.0706, -8.61706, -598.0]","[-37.3153, -8.6645, -602.0]",,,
15,5.089139047184466e+17,"[-69.4404, -10.8567, -1502.5]","[-69.2362, -10.8373, -1498.0]","[-60.3473, -9.03765, -1302.5]","[-60.1414, -8.96235, -1298.0]","[-51.272, -7.27017, -1102.5]","[-51.0628, -7.24558, -1098.0]","[-44.8142, -6.16007, -962.5]","[-44.6281, -6.1121, -958.0]","[-38.4086, -5.10423, -822.5]","[-38.1667, -5.07506, -818.0]","[-38.1534, -5.04707, -817.5]","[-32.8362, -4.21429, -702.5]","[-32.6467, -4.21263, -698.0]","[-32.6033, -4.17986, -697.5]",,,,,
16,5.179217224484782e+17,"[-65.3971, -7.02766, -1502.5]","[-65.2012, -7.04044, -1498.0]","[-56.7927, -5.94924, -1302.5]","[-56.5958, -5.90004, -1298.0]","[-48.1883, -4.87082, -1102.5]","[-47.9939, -4.86332, -1098.0]","[-42.1476, -4.19479, -962.5]","[-41.9116, -4.17442, -958.0]","[-41.9017, -4.15023, -957.5]","[-36.051, -3.51436, -822.5]","[-35.8366, -3.48724, -818.0]","[-35.8112, -3.476, -817.5]","[-30.8375, -2.90343, -702.5]","[-30.6457, -2.90948, -698.0]","[-30.6174, -2.88167, -697.5]",,,,
17,6.03488466101076e+17,"[-174.788, -7.80564, -1502.0]","[-151.516, -8.38149, -1302.0]","[-128.297, -8.50928, -1102.0]","[-111.977, -8.30533, -962.0]","[-111.521, -8.26156, -958.0]","[-95.7388, -7.81066, -822.5]","[-81.8017, -7.21533, -702.5]","[-70.1741, -6.60115, -602.5]","[-32.074, -3.52263, -272.817]","[-345.114, 8.08027, -2945.5]","[-297.358, 2.49405, -2545.5]","[-250.47, -2.648, -2148.5]",,,,,,,
18,1.0718582231426662e+18,"[-125.264, -3.36372, -1502.0]","[-108.189, -4.57644, -1302.0]","[-91.2701, -5.202, -1102.5]","[-79.4638, -5.37623, -962.5]","[-67.6731, -5.35107, -822.5]","[-57.6996, -5.11783, -702.5]","[-49.3019, -4.7077, -602.5]","[-48.9129, -4.72402, -598.0]","[-250.798, 17.6525, -2945.5]",,,,,,,,,,
19,2.8372890682812006e+17,"[-126.627, -0.773922, -1502.0]","[-126.302, -0.705854, -1498.0]","[-109.707, 1.0595, -1302.0]","[-109.38, 1.12776, -1298.0]","[-92.3488, 2.37793, -1097.5]","[-80.4818, 2.94862, -957.5]","[-68.6348, 3.16979, -817.5]","[-58.8682, 3.21617, -702.5]","[-58.445, 3.22047, -697.5]","[-50.3688, 3.08261, -602.5]","[-49.9533, 3.10386, -597.5]","[-242.996, -27.776, -2948.5]","[-241.878, -27.6214, -2945.5]",,,,,,
20,4.098398668770509e+17,"[-159.896, -9.26945, -1502.0]","[-138.644, -6.38486, -1302.0]","[-117.388, -3.95059, -1102.0]","[-87.4891, -1.44376, -822.5]","[-86.9389, -1.4082, -817.5]","[-74.6421, -0.683459, -702.5]","[-74.101, -0.663147, -697.5]","[-63.9502, -0.193071, -602.5]","[-63.4199, -0.174817, -597.5]","[-31.9624, 0.404914, -301.182]","[-309.045, -40.6019, -2945.5]","[-269.268, -30.7485, -2548.5]","[-268.169, -30.5512, -2545.5]",,,,,,
21,5.855675947994317e+16,"[-163.562, -4.5337, -1502.0]","[-141.712, -4.52459, -1302.0]","[-119.875, -4.31587, -1102.0]","[-104.627, -4.06138, -962.0]","[-89.4094, -3.75155, -822.5]","[-76.3544, -3.3761, -702.5]","[-65.4866, -3.02234, -602.5]","[-64.9466, -3.02051, -597.5]","[-33.2344, -1.70389, -305.397]","[-32.0777, -1.63882, -294.736]","[-322.715, -0.525122, -2948.5]","[-322.177, -0.548007, -2945.5]","[-278.149, -2.09645, -2548.5]",,,,,,
22,6.755439298352251e+17,"[-147.153, 0.0790691, -1502.0]","[-146.759, 0.152998, -1498.0]","[-127.693, 1.77959, -1302.0]","[-127.301, 1.80612, -1298.0]","[-108.152, 2.93329, -1102.0]","[-107.753, 2.95454, -1098.0]","[-94.0091, 3.41138, -957.5]","[-80.334, 3.63915, -817.5]","[-68.5994, 3.6184, -697.5]","[-59.2803, 3.4345, -602.5]","[-58.7836, 3.44773, -597.5]","[-282.941, -23.0105, -2948.5]","[-246.127, -15.2969, -2548.5]",,,,,,
23,5.899760179515228e+17,"[-116.025, -13.2976, -1502.0]","[-115.734, -13.2862, -1498.0]","[-100.581, -12.3546, -1302.5]","[-85.0442, -11.182, -1102.5]","[-74.2293, -10.2305, -962.5]","[-73.8993, -10.2085, -958.0]","[-63.4183, -9.22919, -822.5]","[-63.0713, -9.20299, -818.0]","[-54.1152, -8.24625, -702.5]","[-53.7623, -8.20219, -698.0]","[-46.3608, -7.33504, -602.5]","[-46.0159, -7.31943, -598.0]",,,,,,,
24,5.179275636040008e+17,"[-124.956, -12.5593, -1502.0]","[-124.631, -12.6145, -1498.0]","[-108.096, -13.0812, -1302.0]","[-107.753, -13.0873, -1298.0]","[-91.2431, -12.8735, -1102.5]","[-79.5836, -12.4575, -962.5]","[-68.0761, -11.7023, -822.5]","[-67.7097, -11.6535, -818.0]","[-58.2107, -10.8255, -702.5]","[-57.828, -10.7723, -698.0]","[-49.9849, -9.87722, -602.5]","[-49.6016, -9.82575, -598.0]","[-249.03, 6.73119, -2945.5]",,,,,,
25,3.242732606634066e+17,"[-131.625, -14.4694, -1502.0]","[-131.303, -14.4035, -1498.0]","[-114.166, -12.2607, -1302.0]","[-113.838, -12.2196, -1298.0]","[-96.7451, -10.197, -1102.5]","[-84.4996, -8.78183, -962.5]","[-72.2541, -7.3667, -822.5]","[-61.7729, -6.24088, -702.5]","[-61.3887, -6.17656, -698.0]","[-53.0069, -5.30021, -602.5]","[-52.6228, -5.25474, -598.0]","[-257.167, -32.1273, -2948.5]","[-256.936, -32.0635, -2945.5]",,,,,,
26,4.7738877604632986e+17,"[-106.401, -5.89524, -1502.0]","[-92.3602, -5.68904, -1302.5]","[-78.2723, -5.28246, -1102.5]","[-68.3814, -4.95542, -962.5]","[-58.4844, -4.52759, -822.5]","[-50.0372, -4.0634, -702.5]","[-49.7019, -4.08804, -698.0]","[-49.6834, -4.08949, -697.5]","[-43.0088, -3.66071, -602.5]","[-42.6767, -3.63821, -598.0]","[-42.6514, -3.63983, -597.5]",,,,,,,,
27,1.0493482651845919e+18,"[-169.458, -17.0502, -1498.0]","[-145.986, -19.5312, -1298.0]","[-123.154, -20.6188, -1102.0]","[-106.313, -20.459, -958.0]","[-106.772, -20.507, -962.0]","[-90.2428, -19.48, -818.0]","[-76.6292, -18.1142, -698.0]","[-65.3846, -16.4945, -598.0]","[-30.5745, -9.31155, -286.59]","[-341.61, 37.2859, -2945.5]","[-294.046, 18.0878, -2545.5]","[-247.076, 0.995499, -2148.5]","[-246.964, 0.921251, -2145.5]",,,,,,
28,7.160825799539425e+17,"[-142.475, -18.5871, -1498.0]","[-123.144, -19.4244, -1298.0]","[-103.814, -19.4541, -1098.0]","[-104.197, -19.4594, -1102.0]","[-90.2735, -18.8703, -958.0]","[-76.8455, -17.6005, -818.0]","[-65.3503, -16.1777, -698.0]","[-55.8808, -14.727, -598.0]","[-56.2724, -14.785, -602.0]","[-286.088, 10.2519, -2945.5]","[-245.762, -0.931344, -2548.5]","[-244.675, -1.05518, -2545.5]",,,,,,,
29,2.1168086479745843e+17,"[-106.655, -20.9611, -1498.0]","[-106.962, -20.971, -1502.0]","[-92.0346, -19.1903, -1298.0]","[-77.4563, -17.0787, -1098.0]","[-67.3291, -15.3673, -958.0]","[-57.2909, -13.5229, -818.0]","[-49.0449, -11.9097, -702.5]","[-48.738, -11.8809, -698.0]","[-48.9914, -11.9314, -702.0]","[-41.9377, -10.4476, -602.5]","[-41.6245, -10.3788, -598.0]","[-41.8838, -10.4486, -602.0]",,,,,,,
30,8.016441009263084e+17,"[-136.144, -22.4999, -1498.0]","[-118.33, -18.2986, -1298.0]","[-100.805, -14.5333, -1102.5]","[-75.3957, -9.82075, -822.5]","[-74.9926, -9.75109, -818.0]","[-64.4175, -8.00381, -702.5]","[-63.9956, -7.9337, -698.0]","[-55.2237, -6.52792, -602.5]","[-54.7887, -6.44321, -598.0]","[-260.367, -60.9786, -2945.5]","[-260.441, -61.0187, -2948.5]",,,,,,,,
31,3.2429683144392704e+17,"[-111.187, -14.1216, -1498.0]","[-96.7587, -13.6085, -1302.5]","[-81.9466, -12.5431, -1102.5]","[-81.6158, -12.5239, -1098.0]","[-71.6324, -11.6812, -962.5]","[-71.2993, -11.6411, -958.0]","[-61.334, -10.6199, -822.5]","[-60.9951, -10.5557, -818.0]","[-52.4492, -9.51946, -702.5]","[-52.0878, -9.49705, -698.0]","[-45.0224, -8.53372, -602.5]","[-44.6924, -8.49288, -598.0]",,,,,,,
32,3.2876627749135974e+17,"[-132.464, -15.3227, -1498.0]","[-114.599, -14.0928, -1298.0]","[-97.1736, -12.6381, -1102.5]","[-84.7142, -11.4068, -962.5]","[-72.2627, -10.1259, -822.5]","[-71.8652, -10.0801, -818.0]","[-61.6395, -8.88858, -702.5]","[-61.2337, -8.86465, -698.0]","[-52.7929, -7.7911, -602.5]","[-52.3954, -7.73363, -598.0]","[-264.008, -17.8609, -2948.5]",,,,,,,,
33,4.818882525050962e+17,"[-137.147, -15.1682, -1498.0]","[-118.512, -14.1337, -1298.0]","[-100.407, -12.8425, -1102.5]","[-87.4277, -11.7708, -962.5]","[-74.5422, -10.5561, -822.5]","[-74.1145, -10.5173, -818.0]","[-63.4626, -9.38314, -702.5]","[-63.0556, -9.35347, -698.0]","[-54.248, -8.35701, -602.5]","[-53.8322, -8.3218, -598.0]","[-275.018, -14.5755, -2948.5]",,,,,,,,
34,8.601904837652644e+17,"[-106.831, -22.9545, -1498.0]","[-107.106, -23.0595, -1502.0]","[-92.9689, -19.2089, -1298.0]","[-79.0798, -15.6173, -1098.0]","[-69.5876, -13.2872, -962.5]","[-69.264, -13.2093, -958.0]","[-59.7246, -10.9948, -822.5]","[-59.4316, -10.9516, -818.0]","[-51.2211, -9.16644, -702.5]","[-50.9109, -9.06026, -698.0]","[-44.0938, -7.65817, -602.5]","[-43.7792, -7.60518, -598.0]",,,,,,,
35,4.4587038188293325e+17,"[-143.86, -20.8501, -1498.0]","[-126.103, -14.214, -1302.0]","[-125.732, -14.0807, -1298.0]","[-107.179, -8.48395, -1102.0]","[-106.771, -8.40672, -1098.0]","[-93.7067, -5.19315, -962.5]","[-80.1705, -2.47272, -822.5]","[-68.5427, -0.755124, -702.5]","[-68.0357, -0.689107, -697.5]","[-58.7519, 0.266196, -602.5]","[-58.2676, 0.297544, -597.5]","[-255.885, -96.0461, -2945.5]",,,,,,,
36,7.160864282446397e+17,"[-103.647, -17.361, -1498.0]","[-103.923, -17.4312, -1502.0]","[-90.4557, -14.1156, -1302.5]","[-90.1557, -14.0599, -1298.0]","[-76.8346, -11.0876, -1102.5]","[-76.5327, -11.0464, -1098.0]","[-67.2153, -9.12679, -962.5]","[-66.9241, -9.09955, -958.0]","[-57.584, -7.36569, -822.5]","[-57.297, -7.30249, -818.0]","[-49.2835, -6.01027, -702.5]","[-48.946, -5.96474, -698.0]","[-42.3285, -4.9112, -602.5]","[-42.0334, -4.87212, -598.0]","[-42.001, -4.84458, -597.5]",,,,
37,3.512845505061192e+17,"[-122.716, -17.6483, -1498.0]","[-106.346, -14.8094, -1298.0]","[-90.3115, -12.1984, -1102.5]","[-78.8328, -10.4423, -962.5]","[-78.4486, -10.3751, -958.0]","[-67.3441, -8.71589, -822.5]","[-66.9779, -8.64968, -818.0]","[-57.4758, -7.30702, -702.5]","[-57.0944, -7.25385, -698.0]","[-49.2602, -6.15889, -602.5]","[-48.878, -6.10398, -598.0]","[-239.378, -41.8026, -2945.5]",,,,,,,
38,5.6745499615769395e+17,"[-161.501, -25.1789, -1498.0]","[-139.719, -22.5443, -1298.0]","[-117.954, -19.7606, -1098.0]","[-118.389, -19.8063, -1102.0]","[-102.787, -17.6449, -958.0]","[-103.217, -17.7275, -962.0]","[-87.6272, -15.4069, -818.0]","[-75.109, -13.4595, -702.5]","[-74.6434, -13.3696, -698.0]","[-64.296, -11.6982, -602.5]","[-63.7963, -11.5881, -598.0]","[-31.7272, -6.01454, -301.906]","[-321.662, -39.2494, -2948.5]","[-321.46, -39.2979, -2945.5]","[-276.942, -36.0787, -2545.5]",,,,
39,2.432052375721124e+17,"[-80.1382, -23.3768, -1498.0]","[-82.4803, -26.2101, -1502.0]","[56.9973, 92.8203, -1302.0]","[60.2202, 94.6751, -1298.0]","[-177.086, -587.423, -2148.5]","[-197.047, -270.406, -1798.5]","[328.751, 159.472, -999.4]","[483.277, 127.64, -833.0]","[660.128, 11.5339, -610.05]","[785.851, -230.21, -325.2]",,,,,,,,,
40,5.359317916309258e+17,"[-72.8212, -22.6506, -1498.0]","[-73.0255, -22.6985, -1502.0]","[-62.9099, -20.1169, -1298.0]","[-63.1164, -20.1634, -1302.0]","[-53.0287, -17.3846, -1098.0]","[-53.2126, -17.4683, -1102.0]","[-46.1524, -15.4253, -958.0]","[-46.3585, -15.4951, -962.0]","[-39.3048, -13.3699, -818.0]","[-39.5174, -13.4191, -822.0]","[-33.552, -11.526, -698.0]","[-33.7196, -11.6129, -702.0]","[-33.4982, -11.5263, -697.5]","[-28.7111, -10.0039, -598.0]","[-28.9285, -10.0614, -602.0]",,,,
41,9.007201316325294e+17,"[-30.3803, -11.4845, -1498.0]","[-30.069, -11.5079, -1502.0]","[-30.4059, -11.5078, -1497.5]","[-44.6047, -10.2563, -1302.5]","[-44.9556, -10.2015, -1298.0]","[-44.6398, -10.2372, -1302.0]","[-59.2216, -9.40045, -1102.5]","[-59.531, -9.39478, -1098.0]","[-69.5659, -9.26163, -962.5]","[-69.5992, -9.22756, -958.0]","[-59.6494, -9.08303, -822.5]","[-59.3056, -9.07023, -818.0]","[-50.7775, -8.53527, -702.5]","[-50.4636, -8.5415, -698.0]","[-43.3941, -7.90403, -602.5]","[-43.0556, -7.84284, -598.0]",,,
42,3.242836373043937e+17,"[-73.3629, -25.4545, -1498.0]","[-73.5431, -25.5647, -1502.0]","[-64.0079, -21.0489, -1298.0]","[-64.1723, -21.142, -1302.0]","[-54.5945, -16.8864, -1098.0]","[-54.7577, -16.9718, -1102.0]","[-47.9713, -14.1136, -958.0]","[-48.1471, -14.1795, -962.0]","[-41.511, -11.5676, -822.5]","[-41.3044, -11.4846, -818.0]","[-41.4676, -11.5751, -822.0]","[-35.6963, -9.45485, -702.5]","[-35.46, -9.36163, -698.0]","[-35.6554, -9.43817, -702.0]","[-30.7463, -7.86156, -602.5]","[-30.5353, -7.76795, -598.0]","[-30.7297, -7.83083, -602.0]",,
43,1.4412315953515725e+17,"[-85.6364, -22.2821, -1498.0]","[-74.4845, -18.4221, -1298.0]","[-63.1624, -14.9326, -1098.0]","[-55.4158, -12.6901, -962.5]","[-55.1608, -12.6002, -958.0]","[-47.4085, -10.4769, -822.5]","[-47.1788, -10.4268, -818.0]","[-40.497, -8.67911, -702.5]","[-40.2453, -8.60791, -698.0]","[-40.4769, -8.6752, -702.0]","[-34.7396, -7.27306, -602.5]","[-34.4814, -7.17271, -598.0]","[-34.7278, -7.26799, -602.0]",,,,,,
44,2.296894908708946e+17,"[-97.9614, -21.8987, -1498.0]","[-85.0363, -18.3843, -1298.0]","[-72.0428, -15.0591, -1098.0]","[-63.29, -12.9305, -962.5]","[-62.9641, -12.8795, -958.0]","[-54.2095, -10.8116, -822.5]","[-53.9125, -10.7579, -818.0]","[-46.389, -9.09267, -702.5]","[-46.0775, -9.03111, -698.0]","[-39.8425, -7.67467, -602.5]","[-39.5579, -7.62016, -598.0]","[-39.791, -7.68754, -602.0]",,,,,,,
45,7.025689635732849e+17,"[-57.5478, -21.452, -1498.0]","[-57.696, -21.4902, -1502.0]","[-49.5462, -19.1196, -1298.0]","[-49.7123, -19.1573, -1302.0]","[-41.7554, -16.6321, -1098.0]","[-41.909, -16.6828, -1102.0]","[-41.7214, -16.6241, -1097.5]","[-36.3595, -14.7711, -958.0]","[-36.5263, -14.832, -962.0]","[-36.3201, -14.7802, -957.5]","[-30.9753, -12.8614, -818.0]","[-31.1476, -12.9288, -822.0]","[-30.9711, -12.8511, -817.5]",,,,,,
46,9.0072075010782e+17,"[-57.6952, -20.3561, -1498.0]","[-57.838, -20.4125, -1502.0]","[-49.9781, -17.3207, -1298.0]","[-50.1413, -17.3867, -1302.0]","[-42.2923, -14.3957, -1098.0]","[-42.4063, -14.4534, -1102.0]","[-36.8651, -12.4243, -958.0]","[-37.029, -12.4425, -962.0]","[-31.4925, -10.466, -818.0]","[-31.6134, -10.524, -822.0]","[-31.4534, -10.4492, -817.5]",,,,,,,,
47,7.971388520314962e+17,"[-68.6971, -23.2031, -1498.0]","[-68.8959, -23.261, -1502.0]","[-59.4958, -20.3256, -1298.0]","[-59.6854, -20.3659, -1302.0]","[-50.3333, -17.406, -1098.0]","[-50.5433, -17.445, -1102.0]","[-43.9258, -15.3021, -958.0]","[-44.0967, -15.37, -962.0]","[-37.4907, -13.1915, -818.0]","[-37.6691, -13.2489, -822.0]","[-37.4378, -13.1782, -817.5]","[-31.9855, -11.3042, -698.0]","[-32.1633, -11.4012, -702.0]","[-31.9596, -11.3457, -697.5]",,,,,
48,4511914684055552.0,"[-54.1123, -19.136, -1498.0]","[-54.2605, -19.2012, -1502.0]","[-46.5963, -17.023, -1298.0]","[-46.7445, -17.0621, -1302.0]","[-39.203, -14.7339, -1098.0]","[-39.3378, -14.806, -1102.0]","[-39.1714, -14.7566, -1097.5]","[-34.0456, -13.0843, -958.0]","[-34.1958, -13.109, -962.0]","[-34.0047, -13.0681, -957.5]","[-28.9662, -11.3506, -818.0]","[-29.1057, -11.4336, -822.0]","[-28.9575, -11.3826, -817.5]",,,,,,
49,3.467836996578181e+17,"[-92.2037, -20.4686, -1498.0]","[-80.0113, -17.435, -1298.0]","[-67.7905, -14.4496, -1098.0]","[-59.4947, -12.4814, -962.5]","[-59.1916, -12.4366, -958.0]","[-50.8488, -10.4969, -822.5]","[-50.5927, -10.4236, -818.0]","[-43.473, -8.86317, -702.5]","[-43.1737, -8.79676, -698.0]","[-37.2966, -7.4743, -602.5]","[-37.0244, -7.42329, -598.0]","[-37.2494, -7.50069, -602.0]",,,,,,,
50,1.3060954315449958e+17,"[-57.46, -15.3118, -1498.0]","[-57.6044, -15.3908, -1502.0]","[-49.8743, -13.1307, -1298.0]","[-50.0036, -13.1625, -1302.0]","[-42.4503, -11.0396, -1102.5]","[-42.2422, -10.9899, -1098.0]","[-42.4165, -11.0481, -1102.0]","[-37.0983, -9.56518, -962.5]","[-36.9171, -9.55718, -958.0]","[-37.0557, -9.58524, -962.0]","[-31.7373, -8.14017, -822.5]","[-31.5919, -8.12446, -818.0]","[-31.7469, -8.14394, -822.0]",,,,,,
51,1.126037345796096e+17,"[-124.275, -30.8987, -1502.0]","[-107.47, -27.4688, -1302.0]","[-107.143, -27.3943, -1298.0]","[-90.4373, -23.7946, -1098.0]","[-78.7921, -21.1531, -958.0]","[-67.1419, -18.3561, -818.0]","[-57.1681, -15.9102, -698.0]","[-57.4919, -15.9937, -702.0]","[-48.9085, -13.8244, -598.0]","[-49.245, -13.8766, -602.0]","[-247.79, -49.3785, -2945.5]",,,,,,,,
