,particle_id,hit num1,hit num2,hit num3,hit num4,hit num5,hit num6,hit num7,hit num8,hit num9,hit num10,hit num11,hit num12,hit num13,hit num14,hit num15,hit num16,hit num17,hit num18,hit num19
11,7.07068508751528e+17,"[-63.5012, -1.86299, -1502.5]","[-63.328, -1.81193, -1497.5]","[-55.1584, -0.905467, -1302.5]","[-54.9592, -0.865618, -1297.5]","[-46.6947, -0.189209, -1102.5]","[-46.4979, -0.177365, -1097.5]","[-40.7428, 0.178912, -962.5]","[-40.5431, 0.206616, -957.5]","[-34.7829, 0.44734, -822.5]","[-34.7641, 0.453048, -822.0]","[-34.5441, 0.436645, -817.5]",,,,,,,,
12,6.306427611748762e+16,"[-63.4365, -3.26222, -1502.5]","[-63.2175, -3.27511, -1497.5]","[-54.9307, -3.54574, -1302.5]","[-54.7185, -3.54275, -1297.5]","[-46.2597, -3.56549, -1102.5]","[-46.1022, -3.58644, -1098.0]","[-46.0585, -3.5723, -1097.5]","[-40.2882, -3.4466, -962.5]","[-40.0978, -3.43043, -958.0]","[-40.0966, -3.43966, -957.5]","[-34.3244, -3.22801, -822.5]","[-34.1535, -3.23743, -818.0]","[-34.1295, -3.20712, -817.5]",,,,,,
13,6.755461288584806e+16,"[-57.3119, -5.08732, -1502.5]","[-49.8004, -3.74384, -1302.5]","[-49.6567, -3.71992, -1298.0]","[-49.6559, -3.74057, -1297.5]","[-42.2916, -2.65133, -1102.5]","[-42.1094, -2.62785, -1098.0]","[-42.1204, -2.62837, -1097.5]","[-36.9656, -1.93124, -962.5]","[-36.7849, -1.91518, -958.0]","[-36.7629, -1.94661, -957.5]","[-31.65, -1.36243, -822.5]","[-31.4801, -1.3615, -818.0]","[-31.4693, -1.36014, -817.5]",,,,,,
14,8.24159968759382e+17,"[-97.2557, -6.57587, -1502.5]","[-84.2954, -6.35834, -1302.5]","[-71.2907, -5.98686, -1102.5]","[-62.2192, -5.57385, -962.5]","[-53.1387, -5.05981, -822.5]","[-52.8648, -5.05573, -818.0]","[-45.3923, -4.55046, -702.5]","[-45.1227, -4.53396, -698.0]","[-38.9995, -4.04735, -602.5]","[-38.6992, -4.06165, -598.0]","[-38.6778, -4.05286, -597.5]",,,,,,,,
15,1.0358464685539328e+17,"[-79.9994, -7.17379, -1502.5]","[-69.4059, -5.98899, -1302.5]","[-58.7974, -4.85315, -1102.5]","[-51.3509, -4.11664, -962.5]","[-51.0934, -4.06483, -958.0]","[-51.0919, -4.07895, -957.5]","[-43.8946, -3.37934, -822.5]","[-43.65, -3.35765, -818.0]","[-43.6106, -3.36372, -817.5]","[-37.4596, -2.82275, -702.5]","[-37.2256, -2.79228, -698.0]","[-37.2222, -2.7631, -697.5]","[-32.1363, -2.35364, -602.5]","[-31.8894, -2.30698, -598.0]","[-31.8843, -2.33057, -597.5]",,,,
16,8.782041263605023e+17,"[-100.922, 0.407992, -1502.5]","[-100.609, 0.41998, -1497.5]","[-87.5324, 0.96025, -1302.5]","[-87.2021, 0.969788, -1297.5]","[-74.1782, 1.30908, -1102.5]","[-73.8261, 1.3214, -1097.5]","[-64.7519, 1.44909, -962.5]","[-64.4228, 1.48413, -957.5]","[-55.343, 1.48743, -822.5]","[-55.0031, 1.44495, -817.5]","[-47.2167, 1.42481, -702.5]","[-40.4965, 1.35185, -602.5]","[-40.4598, 1.30626, -602.0]","[-40.1601, 1.33003, -597.5]",,,,,
17,2.116863623555973e+17,"[-57.1388, 2.75042, -1502.5]","[-56.9316, 2.75028, -1497.5]","[-49.3908, 1.80541, -1302.5]","[-49.2205, 1.79232, -1297.5]","[-41.7729, 1.10093, -1102.5]","[-41.5458, 1.088, -1097.5]","[-36.4562, 0.666732, -962.5]","[-36.4517, 0.652513, -962.0]","[-36.2786, 0.623304, -957.5]","[-31.1627, 0.331026, -822.5]","[-31.1549, 0.306434, -822.0]","[-30.9476, 0.304055, -817.5]",,,,,,,
18,6.169954166924902e+17,"[-68.1471, -9.30043, -1502.5]","[-67.9302, -9.28966, -1498.0]","[-59.1384, -7.68865, -1302.5]","[-58.941, -7.69719, -1298.0]","[-50.1129, -6.226, -1102.5]","[-49.9198, -6.19985, -1098.0]","[-43.7594, -5.22443, -962.5]","[-43.5765, -5.19117, -958.0]","[-37.398, -4.32254, -822.5]","[-37.2012, -4.27763, -818.0]","[-37.1716, -4.27172, -817.5]","[-31.7126, -3.52556, -698.0]","[-31.6941, -3.49909, -697.5]",,,,,,
19,4513426512543744.0,"[-136.308, 0.330197, -1502.0]","[-135.938, 0.353469, -1498.0]","[-118.288, 1.31347, -1302.0]","[-117.928, 1.37279, -1298.0]","[-99.8676, 2.06689, -1097.5]","[-87.2566, 2.42856, -957.5]","[-74.6013, 2.63627, -817.5]","[-64.1389, 2.65089, -702.5]","[-63.7079, 2.68173, -697.5]","[-55.0554, 2.61346, -602.5]","[-54.6049, 2.56717, -597.5]","[-264.241, -13.8677, -2948.5]",,,,,,,
20,5.359315854724956e+17,"[-110.555, 2.52188, -1502.0]","[-110.271, 2.57043, -1498.0]","[-95.8205, 3.55394, -1297.5]","[-81.2041, 4.20918, -1097.5]","[-70.947, 4.40502, -957.5]","[-60.6452, 4.39673, -817.5]","[-52.1782, 4.24423, -702.5]","[-52.1297, 4.26221, -702.0]","[-51.7917, 4.25164, -697.5]","[-44.7655, 3.97499, -602.5]","[-44.7355, 3.97821, -602.0]","[-44.4209, 3.97247, -597.5]",,,,,,,
21,8.196559568151511e+17,"[-129.148, -3.79354, -1502.0]","[-112.209, -2.0594, -1302.0]","[-111.864, -2.01089, -1298.0]","[-95.262, -0.65118, -1102.5]","[-94.8329, -0.636457, -1097.5]","[-83.3277, -0.0128588, -962.5]","[-82.9045, 0.0297028, -957.5]","[-71.2881, 0.433134, -822.5]","[-70.8684, 0.468533, -817.5]","[-60.9545, 0.744864, -702.5]","[-60.5327, 0.726583, -697.5]","[-52.3152, 0.923242, -602.5]","[-51.8824, 0.94857, -597.5]","[-246.702, -26.0685, -2948.5]",,,,,
22,4.1883730796609536e+17,"[-153.202, -12.6639, -1502.0]","[-133.309, -8.49075, -1302.0]","[-113.232, -5.15995, -1102.0]","[-99.2129, -3.16892, -962.5]","[-84.9523, -1.5952, -822.5]","[-84.4579, -1.50314, -817.5]","[-72.7276, -0.633097, -702.5]","[-72.201, -0.561904, -697.5]","[-62.5099, 0.0205901, -602.5]","[-61.9974, 0.0393822, -597.5]","[-31.9369, 0.857216, -305.381]","[-252.391, -44.016, -2545.5]",,,,,,,
23,7.611100550125322e+17,"[-136.492, -9.08835, -1502.0]","[-117.761, -11.0754, -1302.0]","[-117.388, -11.0993, -1298.0]","[-99.1297, -11.9896, -1102.5]","[-86.2308, -11.8772, -962.5]","[-73.2379, -11.3562, -822.5]","[-72.8184, -11.3374, -818.0]","[-62.1615, -10.6349, -702.5]","[-61.7432, -10.581, -698.0]","[-53.0425, -9.86708, -602.5]","[-52.6393, -9.83515, -598.0]","[-273.034, 28.0029, -2945.5]",,,,,,,
24,8.016449255600292e+17,"[-150.699, -10.1456, -1502.0]","[-130.662, -8.5185, -1302.0]","[-110.632, -6.94177, -1102.0]","[-110.212, -6.91782, -1098.0]","[-96.6439, -5.92586, -962.5]","[-82.6048, -4.92127, -822.5]","[-70.5947, -4.07636, -702.5]","[-60.5741, -3.43819, -602.5]","[-60.0693, -3.42256, -597.5]","[-294.886, -24.3072, -2948.5]","[-255.46, -20.1678, -2548.5]",,,,,,,,
25,2.1169007320734106e+17,"[-174.038, -2.01485, -1502.0]","[-151.144, -0.305681, -1302.0]","[-150.684, -0.316248, -1298.0]","[-128.16, 1.05723, -1102.0]","[-127.684, 1.07301, -1098.0]","[-112.008, 1.7039, -962.0]","[-111.549, 1.72854, -958.0]","[-95.294, 2.10818, -817.5]","[-81.4011, 2.26865, -697.5]","[-70.367, 2.35041, -602.5]","[-69.7708, 2.35642, -597.5]","[-31.399, 1.6015, -267.002]","[-335.733, -24.6829, -2948.5]","[-291.701, -17.0698, -2548.5]","[-247.623, -10.2553, -2148.5]",,,,
26,1.396192850298798e+17,"[-103.95, -15.9393, -1498.0]","[-104.255, -16.0197, -1502.0]","[-90.6009, -12.2713, -1302.5]","[-76.7622, -8.87505, -1102.5]","[-66.9986, -6.75247, -962.5]","[-57.3235, -5.03808, -822.5]","[-49.0753, -3.63662, -702.5]","[-48.7583, -3.60706, -698.0]","[-48.7407, -3.61198, -697.5]","[-42.1471, -2.76825, -602.5]","[-41.8556, -2.72118, -598.0]","[-41.8057, -2.7033, -597.5]",,,,,,,
27,2.251876092304425e+17,"[-143.559, -16.1636, -1498.0]","[-123.972, -15.2992, -1298.0]","[-104.383, -14.0812, -1098.0]","[-91.2189, -13.0221, -962.5]","[-77.6329, -11.7021, -822.5]","[-77.1934, -11.6678, -818.0]","[-66.0447, -10.3888, -702.5]","[-65.6199, -10.3291, -698.0]","[-56.4411, -9.18162, -602.5]","[-56.0118, -9.10219, -598.0]","[-247.358, -14.8076, -2548.5]",,,,,,,,
28,8.737028631953408e+17,"[-104.363, -13.7755, -1498.0]","[-90.6934, -12.5293, -1302.5]","[-76.6978, -11.1269, -1102.5]","[-76.3703, -11.0589, -1098.0]","[-66.8991, -10.0047, -962.5]","[-66.5635, -9.93854, -958.0]","[-57.1338, -8.78474, -822.5]","[-56.8002, -8.72584, -818.0]","[-48.7667, -7.67485, -702.5]","[-48.48, -7.60249, -698.0]","[-41.8355, -6.72811, -602.5]","[-41.5468, -6.65787, -598.0]",,,,,,,
29,8.737243036720824e+17,"[-115.442, -14.9676, -1498.0]","[-100.756, -11.6662, -1302.5]","[-85.5847, -8.61646, -1102.5]","[-74.8443, -6.71792, -962.5]","[-64.0842, -5.06862, -822.5]","[-54.8148, -3.83755, -702.5]","[-54.4577, -3.81405, -697.5]","[-47.0776, -2.97785, -602.5]","[-46.7265, -2.91359, -598.0]","[-46.6816, -2.92141, -597.5]",,,,,,,,,
30,4.458650904832246e+17,"[-109.871, -21.1573, -1498.0]","[-110.18, -21.2656, -1502.0]","[-95.5449, -17.1535, -1298.0]","[-81.3635, -13.5003, -1102.5]","[-81.0542, -13.4174, -1098.0]","[-71.1196, -11.0892, -962.5]","[-70.8144, -11.0105, -958.0]","[-60.8466, -8.92648, -822.5]","[-60.5162, -8.84667, -818.0]","[-51.9567, -7.22374, -702.5]","[-51.6383, -7.17804, -698.0]","[-44.5553, -5.88892, -602.5]",,,,,,,
31,6.575380525408584e+17,"[-79.3203, -17.989, -1498.0]","[-68.3862, -16.5466, -1298.0]","[-57.5113, -14.7585, -1098.0]","[-49.947, -13.3539, -958.0]","[-50.1541, -13.3872, -962.0]","[-42.45, -11.8111, -818.0]","[-42.6738, -11.8582, -822.0]","[-36.0686, -10.3305, -698.0]","[-36.2901, -10.4046, -702.0]","[-30.8122, -9.01711, -598.0]","[-31.0436, -9.04326, -602.0]",,,,,,,,
32,8.016515226297958e+17,"[-87.6197, -17.1534, -1498.0]","[-76.047, -14.5807, -1298.0]","[-64.6901, -12.1379, -1102.5]","[-64.4213, -12.0981, -1098.0]","[-56.519, -10.4416, -962.5]","[-56.268, -10.3978, -958.0]","[-48.3471, -8.79538, -822.5]","[-48.103, -8.74607, -818.0]","[-41.3455, -7.44187, -702.5]","[-41.0866, -7.37011, -698.0]","[-35.502, -6.32997, -602.5]","[-35.2557, -6.27876, -598.0]",,,,,,,
33,2.161851516195963e+17,"[-96.7733, -23.3618, -1498.0]","[-86.0096, -19.8006, -1298.0]","[-74.9913, -16.744, -1098.0]","[-67.1582, -14.9149, -958.0]","[-59.2003, -13.3643, -818.0]","[-52.5643, -12.3372, -702.5]","[-52.2896, -12.2708, -698.0]","[-46.6878, -11.6239, -602.5]","[-46.42, -11.6081, -598.0]","[-46.6378, -11.6059, -602.0]",,,,,,,,,
34,1.3961921631040307e+17,"[-85.6386, -16.1345, -1498.0]","[-74.1754, -14.4913, -1298.0]","[-63.0315, -12.7096, -1102.5]","[-62.7775, -12.6805, -1098.0]","[-55.0675, -11.3806, -962.5]","[-54.8276, -11.3375, -958.0]","[-47.1319, -9.95361, -822.5]","[-46.901, -9.89729, -818.0]","[-40.3288, -8.66587, -702.5]","[-40.0917, -8.62247, -698.0]","[-40.3019, -8.65681, -702.0]","[-34.6639, -7.51787, -602.5]","[-34.4114, -7.46442, -598.0]","[-34.6283, -7.50806, -602.0]",,,,,
35,8.10658172128723e+17,"[-77.2376, -25.4592, -1498.0]","[-77.4622, -25.5104, -1502.0]","[-66.5056, -22.9341, -1298.0]","[-66.6985, -23.0002, -1302.0]","[-56.0193, -20.108, -1098.0]","[-56.2298, -20.1793, -1102.0]","[-48.7171, -17.995, -958.0]","[-48.8893, -18.0588, -962.0]","[-41.4382, -15.7847, -818.0]","[-41.6507, -15.8366, -822.0]","[-41.4332, -15.8024, -817.5]","[-35.3539, -13.8098, -698.0]","[-35.5566, -13.8892, -702.0]","[-35.3258, -13.8191, -697.5]","[-30.2832, -12.1296, -598.0]","[-30.5034, -12.1749, -602.0]","[-30.2441, -12.1124, -597.5]",,
36,2.703197440521011e+16,"[-83.1324, -28.417, -1498.0]","[-83.3511, -28.4908, -1502.0]","[-72.1743, -24.1408, -1298.0]","[-72.3941, -24.2229, -1302.0]","[-61.1485, -20.0539, -1098.0]","[-61.3605, -20.1397, -1102.0]","[-53.4283, -17.2749, -958.0]","[-53.6441, -17.3764, -962.0]","[-45.6523, -14.5853, -818.0]","[-45.8605, -14.6394, -822.0]","[-38.9531, -12.3085, -698.0]","[-39.1732, -12.4106, -702.0]","[-33.3479, -10.4486, -598.0]","[-33.5815, -10.5274, -602.0]",,,,,
37,8.737045811822592e+17,"[-77.468, -17.2358, -1498.0]","[-67.614, -13.7388, -1298.0]","[-57.8298, -10.6952, -1102.5]","[-57.5924, -10.6643, -1098.0]","[-50.6496, -8.72582, -962.5]","[-50.4426, -8.63928, -958.0]","[-43.4578, -6.90594, -822.5]","[-43.1962, -6.84816, -818.0]","[-37.206, -5.46098, -702.5]","[-36.9874, -5.40899, -698.0]","[-36.9741, -5.39066, -697.5]","[-31.9794, -4.34747, -602.5]","[-31.7563, -4.30737, -598.0]","[-31.7429, -4.29773, -597.5]",,,,,
38,2.3869455982185677e+17,"[-62.8231, -15.211, -1498.0]","[-54.3687, -13.4898, -1298.0]","[-54.5409, -13.5266, -1302.0]","[-46.125, -11.7301, -1102.5]","[-45.9174, -11.718, -1098.0]","[-46.0814, -11.7543, -1102.0]","[-40.239, -10.4142, -962.5]","[-40.0114, -10.4029, -958.0]","[-40.1828, -10.4229, -962.0]","[-34.4301, -9.05427, -822.5]","[-34.2136, -9.01099, -818.0]","[-34.4009, -9.08091, -822.0]","[-29.2363, -7.81604, -698.0]","[-29.4039, -7.85492, -702.0]",,,,,
39,8.60196324920787e+17,"[-68.68, -17.4913, -1498.0]","[-59.6308, -15.0103, -1298.0]","[-50.5517, -12.522, -1098.0]","[-50.7255, -12.5956, -1102.0]","[-44.3855, -10.891, -962.5]","[-44.1682, -10.8352, -958.0]","[-44.3632, -10.8803, -962.0]","[-37.9373, -9.22998, -822.5]","[-37.7404, -9.18922, -818.0]","[-37.9281, -9.24303, -822.0]","[-32.4416, -7.79437, -702.5]","[-32.2009, -7.75646, -698.0]","[-32.3767, -7.80948, -702.0]",,,,,,
40,1.5762983524866458e+17,"[-86.0223, -25.0119, -1498.0]","[-74.9926, -20.858, -1298.0]","[-63.9455, -16.9717, -1098.0]","[-56.1233, -14.3739, -958.0]","[-56.3413, -14.4716, -962.0]","[-48.4684, -12.065, -822.5]","[-48.2116, -11.9602, -818.0]","[-48.4609, -12.0364, -822.0]","[-41.6248, -10.122, -702.5]","[-41.5876, -10.1094, -702.0]","[-35.8791, -8.56645, -602.5]","[-35.6422, -8.4798, -598.0]","[-35.8678, -8.552, -602.0]",,,,,,
41,1.0358973209667174e+17,"[-151.273, -30.1087, -1502.0]","[-130.937, -27.3804, -1302.0]","[-110.576, -24.2865, -1102.0]","[-95.9102, -21.7662, -958.0]","[-81.6962, -19.1765, -818.0]","[-69.5227, -16.8195, -698.0]","[-59.4528, -14.7104, -598.0]","[-30.9967, -8.10382, -313.433]","[-301.676, -40.9273, -2945.5]","[-259.37, -38.9914, -2545.5]",,,,,,,,,
42,6.710412922805289e+17,"[-116.417, -30.6427, -1502.0]","[-116.115, -30.5594, -1498.0]","[-100.693, -26.9959, -1302.0]","[-84.7036, -23.138, -1098.0]","[-73.7572, -20.4585, -958.0]","[-62.9033, -17.6985, -818.0]","[-63.1979, -17.7618, -822.0]","[-53.597, -15.2586, -698.0]","[-53.9178, -15.325, -702.0]","[-45.8769, -13.1994, -598.0]","[-46.1884, -13.2599, -602.0]",,,,,,,,
43,9.277446156147753e+17,"[-153.128, -32.9079, -1502.0]","[-131.615, -31.649, -1302.0]","[-110.528, -29.3602, -1102.0]","[-110.105, -29.2834, -1098.0]","[-95.4136, -27.0976, -958.0]","[-80.8535, -24.3733, -818.0]","[-68.5083, -21.8209, -698.0]","[-68.9066, -21.9124, -702.0]","[-58.2405, -19.3558, -598.0]","[-58.6508, -19.4791, -602.0]","[-29.9405, -11.1248, -315.611]","[-312.046, -18.6153, -2948.5]","[-267.165, -25.5775, -2548.5]",,,,,,
44,1.7114035925286912e+17,"[-137.648, -29.0615, -1502.0]","[-117.39, -19.3285, -1298.0]","[-117.79, -19.5112, -1302.0]","[-97.2391, -11.0885, -1102.5]","[-82.6888, -5.73035, -962.5]","[-67.9431, -0.844292, -822.5]","[-67.4149, -0.687808, -817.5]","[-55.1044, 2.70992, -702.5]","[-54.5745, 2.8657, -697.5]","[-44.2559, 5.4057, -602.0]","[-43.7634, 5.52567, -597.5]","[-31.5292, 8.0842, -484.898]","[-263.992, -119.669, -2945.5]","[-232.685, -92.2676, -2545.5]",,,,,
45,6.169953479730135e+17,"[-143.974, -29.933, -1502.0]","[-124.259, -28.4293, -1302.0]","[-104.472, -26.1382, -1102.0]","[-104.054, -26.0953, -1098.0]","[-90.4737, -23.9713, -958.0]","[-76.9878, -21.4398, -818.0]","[-65.4199, -19.0226, -698.0]","[-65.8046, -19.1121, -702.0]","[-55.8484, -16.8275, -598.0]","[-56.2537, -16.8879, -602.0]","[-288.919, -23.559, -2948.5]","[-247.793, -27.9752, -2548.5]","[-247.898, -28.033, -2545.5]",,,,,,
46,4.954038617505792e+17,"[-108.58, -29.0562, -1502.0]","[-108.27, -28.932, -1498.0]","[-93.7862, -24.2387, -1298.0]","[-79.2516, -19.7208, -1098.0]","[-69.0659, -16.607, -958.0]","[-58.8451, -13.639, -818.0]","[-50.3974, -11.2137, -702.5]","[-50.0777, -11.1227, -698.0]","[-43.053, -9.1812, -602.5]","[-42.7334, -9.10242, -598.0]","[-43.0068, -9.18192, -602.0]",,,,,,,,
47,5.494408038066422e+17,"[-112.28, -30.5429, -1502.0]","[-111.987, -30.4416, -1498.0]","[-97.4937, -25.1802, -1298.0]","[-82.7908, -20.1591, -1098.0]","[-72.398, -16.9441, -958.0]","[-61.8594, -13.8999, -818.0]","[-53.1934, -11.5341, -702.5]","[-52.8494, -11.4796, -698.0]","[-45.7058, -9.5906, -602.5]","[-45.3695, -9.52961, -598.0]",,,,,,,,,
48,6.30680556887081e+16,"[-103.805, -24.5946, -1502.0]","[-89.9079, -20.6337, -1298.0]","[-76.175, -16.8739, -1098.0]","[-66.5026, -14.3975, -958.0]","[-57.1121, -12.0932, -822.5]","[-56.8046, -12.0178, -818.0]","[-48.8497, -10.0888, -702.5]","[-48.5333, -10.0321, -698.0]","[-41.9185, -8.54022, -602.5]","[-41.6092, -8.47258, -598.0]","[-41.8797, -8.52236, -602.0]",,,,,,,,
49,9.322458787799368e+17,"[-65.4095, -26.0923, -1502.0]","[-56.7244, -22.2313, -1298.0]","[-56.8593, -22.3342, -1302.0]","[-48.1278, -18.522, -1098.0]","[-48.29, -18.6223, -1102.0]","[-42.0282, -15.9778, -958.0]","[-42.2215, -16.0545, -962.0]","[-41.9912, -15.9684, -957.5]","[-35.9546, -13.4912, -818.0]","[-36.1486, -13.5391, -822.0]","[-35.9271, -13.4838, -817.5]","[-30.7294, -11.414, -698.0]","[-30.9135, -11.4789, -702.0]","[-30.6825, -11.3842, -697.5]",,,,,
50,5.584546001311498e+17,"[-70.2361, -36.0471, -1502.0]","[-70.0195, -35.9004, -1497.5]","[-61.1249, -30.8508, -1302.0]","[-60.9159, -30.7322, -1297.5]","[-51.9424, -25.8177, -1102.0]","[-51.7339, -25.6918, -1097.5]","[-45.4766, -22.3277, -962.0]","[-45.2461, -22.2439, -957.5]","[-38.9504, -18.975, -822.0]","[-38.7443, -18.846, -817.5]","[-33.1695, -16.0106, -698.0]","[-33.3732, -16.1237, -702.0]","[-33.1348, -15.9949, -697.5]","[-28.4959, -13.7059, -598.0]","[-28.6741, -13.7985, -602.0]","[-28.4873, -13.6747, -597.5]",,,
51,3.96317454403371e+17,"[-77.8816, -32.3408, -1502.0]","[-67.6091, -27.9775, -1302.0]","[-57.3082, -23.6025, -1102.0]","[-49.8677, -20.4309, -958.0]","[-50.0517, -20.5427, -962.0]","[-42.627, -17.407, -818.0]","[-42.8473, -17.5044, -822.0]","[-42.6241, -17.4118, -817.5]","[-36.4227, -14.8377, -698.0]","[-36.6298, -14.929, -702.0]","[-36.416, -14.839, -697.5]","[-31.2408, -12.7194, -598.0]","[-31.4663, -12.7902, -602.0]","[-31.2093, -12.7038, -597.5]",,,,,
52,6.755516264166195e+16,"[-72.8297, -27.434, -1502.0]","[-63.0953, -23.889, -1302.0]","[-53.1641, -20.1939, -1098.0]","[-53.3674, -20.2925, -1102.0]","[-46.3615, -17.6866, -958.0]","[-46.5805, -17.7519, -962.0]","[-39.5705, -15.1306, -818.0]","[-39.7809, -15.206, -822.0]","[-39.5602, -15.1238, -817.5]","[-33.7838, -12.97, -698.0]","[-33.9879, -13.0229, -702.0]","[-33.7388, -12.9638, -697.5]","[-28.9396, -11.1386, -598.0]","[-29.1303, -11.2273, -602.0]","[-28.9259, -11.1287, -597.5]",,,,
53,6.306812440818483e+16,"[-80.2594, -37.7635, -1502.0]","[-69.4588, -33.0733, -1302.0]","[-69.1756, -32.9789, -1297.5]","[-58.6602, -28.2757, -1102.0]","[-58.396, -28.1911, -1097.5]","[-51.1166, -24.8804, -962.0]","[-50.8617, -24.7468, -957.5]","[-43.6112, -21.3927, -822.0]","[-43.363, -21.2658, -817.5]","[-37.1971, -18.3571, -702.0]","[-36.9498, -18.2741, -697.5]","[-31.681, -15.7047, -598.0]","[-31.859, -15.8212, -602.0]","[-31.6424, -15.7254, -597.5]",,,,,
